ENTIDAD FEDERATIVA;NIVEL DE ESTUDIOS;NOMBRE PROGRAMA EDUCATIVO;Matrícula Mujeres;Matrícula Hombres;Matrícula Total;Nuevo Ingreso Mujeres;Nuevo Ingreso Hombres;Nuevo Ingreso Total;Egresados Mujeres;Egresados Hombres;Egresados Total;Titulados Mujeres;Titulados Hombres;Titulados Total
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE SERVICIOS DE SALUD;8;10;18;3;4;7;5;3;8;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN DE TECNOLOGÍAS DE LA INFORMACIÓN;0;0;0;0;0;0;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN EDUCATIVA;152;49;201;76;13;89;51;23;74;4;1;5
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN FINANCIERA;5;8;13;2;0;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN GLOBAL DE NEGOCIOS;2;3;5;1;2;3;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN INDUSTRIAL Y DE NEGOCIOS CON ORIENTACIÓN F;78;121;199;14;28;42;21;46;67;33;25;58
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN INTERNACIONAL;2;2;4;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN POR VALORES;1;1;2;0;0;0;0;2;2;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y DIRECCIÓN;3;4;7;3;1;4;1;1;2;1;1;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y DIRECCIÓN DE CENTROS EDUCATIVOS;2;2;4;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y FINANZAS;38;28;66;31;16;47;3;3;6;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y GESTIÓN DE SERVICIOS DE SALUD;102;44;146;14;8;22;42;13;55;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y GESTIÓN EDUCATIVA;0;1;1;0;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y LIDERAZGO;5;5;10;1;1;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN ADMINISTRACION Y LOGISTICA DE NEGOCIOS;1;5;6;1;5;6;2;5;7;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y MERCADOTECNIA;6;10;16;4;5;9;0;1;1;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ADMINISTRACIÓN Y RECURSOS HUMANOS;3;4;7;1;0;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ALTA DIRECCIÓN;3;9;12;1;2;3;2;4;6;2;4;6
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ALTA DIRECCIÓN Y NEGOCIOS INTERNACIONALES;5;6;11;0;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ANÁLISIS DE GRUPOS E INSTITUCIONES;2;2;4;0;0;0;0;0;0;0;1;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ANTROPOLOGÍA Y ÉTICA;0;10;10;0;0;0;10;20;30;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN APRENDIZAJE Y ENSEÑANZA DE LAS MATEMÁTICAS;14;7;21;8;3;11;6;5;11;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN APRENDIZAJE Y ENSEÑANZA DEL ESPAÑOL;4;4;8;4;4;8;3;5;8;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ARQUITECTURAS AVANZADAS  ;2;6;8;0;3;3;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ARTE CINEMATOGRÁFICO Y MULTIMEDIA;2;2;4;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ARTE Y DISEÑO DE VIDEOJUEGOS   ;1;7;8;1;7;8;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ARTES CON ORIENTACIÓN EN ARTES VISUALES;10;8;18;5;5;10;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ARTES ESCÉNICAS;8;5;13;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ARTES Y HUMANIDADES;4;0;4;0;0;0;0;2;2;0;2;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ASTROFÍSICA PLANETARIA Y TECNOLOGÍAS AFINES;3;5;8;2;0;2;0;1;1;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN BIOÉTICA;5;1;6;3;0;3;2;2;4;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CALIDAD Y PROCESOS DE INNOVACIÓN EDUCATIVA;19;10;29;6;4;10;5;0;5;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIA ANIMAL;19;22;41;4;9;13;6;5;11;6;7;13
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS BIOMÉDICAS;12;8;20;7;6;13;2;2;4;1;1;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS COMPUTACIONALES;8;39;47;4;15;19;1;3;4;1;3;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS COMPUTACIONALES CON ACENTUACIÓN EN INGENIERÍA DEL SOFTWARE;0;6;6;0;1;1;1;2;3;1;2;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ACENTUACIÓN EN: ALIMENTOS, ENTOMOLOGÍA MÉDICA, MANEJO Y ADMINISTRACIÓN DE R;2;3;5;0;0;0;0;1;1;1;3;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN AUTOMATIZACIÓN;0;0;0;0;0;0;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN BIOLOGÍA MOLECULAR EN INGENIERÍA GENÉRICA;15;13;28;11;8;19;10;4;14;10;4;14
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN BIOTECNOLOGÍA;51;40;91;22;17;39;9;12;21;9;11;20
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN INGENIERÍA ELECTRÓNICA (SISTEMAS ELECTRÓNICOS);0;1;1;0;0;0;0;1;1;0;1;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN INGENIERÍA ENERGÉTICA;3;26;29;1;6;7;2;8;10;2;8;10
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN INGENIERÍA Y ADMINISTRACIÓN DE LA CONSTRUCCIÓN;0;0;0;0;0;0;0;2;2;0;2;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN SISTEMAS AMBIENTALES;1;1;2;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN SISTEMAS DE CALIDAD Y PRODUCTIVIDAD;0;2;2;0;0;0;0;2;2;0;2;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN SISTEMAS INTELIGENTES;0;0;0;0;0;0;1;2;3;1;2;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN (COGNICIÓN Y EDUCACIÓN O PSICOLOGÍA DE LA SALUD O NEUROPSICOLOGÍA);21;14;35;0;0;0;5;5;10;3;1;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN ( ARQUITECTURA O ASUNTOS URBANOS);12;6;18;3;1;4;1;4;5;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN (INGENIERÍA ESTRUCTURAL O INGENIERÍA AMBIENTAL O MATERIALES DE CONSTRUCCIÓN;13;20;33;4;7;11;4;12;16;5;9;14
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN CIENCIAS CON ORIENTACION EN FARMACIA, QUIMICA ANALITICA AMBIENTAL Y PROCESOS SUSTENTABLE;39;41;80;11;15;26;7;21;28;7;21;28
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN GESTIÓN E INNOVACIÓN DEL DISEÑO;16;11;27;5;1;6;2;7;9;7;0;7
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN MATEMÁTICAS;8;7;15;4;2;6;6;8;14;1;2;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN MICROBIOLOGÍA E INMUNOLOGÍA;24;25;49;7;7;14;10;10;20;14;6;20
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN TRABAJO SOCIAL;6;2;8;6;2;8;4;2;6;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN: COGNICIÓN Y EDUCACIÓN;0;0;0;0;0;0;2;1;3;2;1;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS DE ENFERMERÍA;19;17;36;5;4;9;12;2;14;12;2;14
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA COMUNICACIÓN;17;11;28;3;1;4;6;9;15;9;10;19
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN;81;45;126;40;17;57;18;11;29;14;4;18
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA;15;57;72;9;18;27;2;9;11;2;5;7
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA AUTOMOTRIZ;4;14;18;0;7;7;3;24;27;1;18;19
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA CON ORIENTACIÓN EN ENERGÍA TÉRMICA Y RENOVABLE;6;6;12;3;2;5;2;4;6;2;6;8
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA CON ORIENTACIÓN EN NANOTECNOLOGÍA;4;4;8;2;0;2;3;6;9;1;6;7
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA ELÉCTRICA;7;31;38;6;14;20;12;26;38;4;15;19
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA MECÁNICA CON ESPECIALIDAD EN MATERIALES;15;47;62;4;16;20;9;16;25;9;16;25
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS EN COMUNICACIÓN;0;0;0;0;0;0;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS EN INGENIERÍA DE SISTEMAS;6;16;22;1;4;5;4;7;11;4;7;11
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS EN NUTRICIÓN;18;5;23;6;3;9;8;1;9;8;1;9
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS EN PRODUCCIÓN AGRÍCOLA;7;14;21;0;6;6;3;0;3;1;2;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS EN SALUD PÚBLICA;6;3;9;3;2;5;6;2;8;6;2;8
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS FORESTALES;15;22;37;3;7;10;9;8;17;9;8;17
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS GEOLÓGICAS;0;7;7;0;2;2;1;5;6;3;7;10
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS ODONTOLÓGICAS;38;7;45;17;3;20;20;2;22;21;3;24
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS POLÍTICAS;20;32;52;7;9;16;7;12;19;11;13;24
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CIENCIAS SOCIALES CON ORIENTACIÓN EN DESARROLLO SUSTENTABLE;5;8;13;3;5;8;6;0;6;2;4;6
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN COMERCIO INTERNACIONAL;14;8;22;2;1;3;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN COMPETENCIAS EDUCATIVAS;3;7;10;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN;8;6;14;1;1;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN DIGITAL;10;7;17;8;6;14;0;2;2;0;2;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CONSULTORÍA;2;1;3;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CONSULTORÍA DE NEGOCIOS;0;1;1;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN CONTABILIDAD CON ACENTUACION EN AUDITORIA;2;1;3;0;0;0;0;1;1;0;1;1
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN CONTABILIDAD CON ACENTUACION EN BANCA Y FINANZAS;1;2;3;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN CONTABILIDAD CON ACENTUACION EN CONTABILIDAD GUBERNAMENTAL;2;1;3;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN CONTABILIDAD CON ACENTUACION EN CREDITO Y COBRANZA;1;1;2;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN CONTABILIDAD CON ACENTUACION EN IMPUESTOS Y PLANEACION FISCAL;5;4;9;1;1;2;2;0;2;2;0;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CONTADURÍA CON ORIENTACIÓN EN (AUDITORÍA O CONTABILIDAD INTERNACIONAL O COSTOS Y PRESUPUESTO O FINANZAS O IMPUESTOS O ESTUDIOS FISCALES;19;23;42;0;0;0;25;41;66;10;14;24
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CRIMINOLOGÍA;0;0;0;0;0;0;5;3;8;0;4;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CRIMINOLOGÍA CON ORIENTACIÓN EN SEGURIDAD EMPRESARIAL;16;19;35;6;6;12;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CRIMINOLOGÍA CON ORIENTACIÓN EN SEGURIDAD Y PREVENCIÓN;5;4;9;3;1;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN CULTURA FÍSICA Y DEPORTE;1;2;3;0;0;0;1;2;3;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO;87;134;221;19;35;54;49;78;127;54;74;128
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO CON ACENTUACION EN DERECHO FAMILIAR;11;15;26;11;15;26;1;1;2;1;1;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO CON ACENTUACION EN DERECHO LABORAL;0;0;0;0;0;0;1;1;2;1;1;2
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO CON ACENTUACION EN DERECHO PENAL;0;0;0;0;0;0;1;0;1;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO DE AMPARO;25;23;48;11;12;23;6;4;10;5;2;7
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO DE EMPRESA;18;30;48;6;7;13;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO DE LA EMPRESA;18;16;34;3;6;9;0;1;1;0;1;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO DE LOS NEGOCIOS;12;17;29;4;5;9;5;6;11;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO ENERGÉTICO;10;21;31;3;5;8;4;9;13;4;4;8
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO FAMILIAR;17;13;30;6;9;15;3;1;4;13;3;16
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO FISCAL;53;110;163;22;41;63;18;20;38;18;20;38
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN DERECHO FISCAL Y FINANZAS;0;1;1;0;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO LABORAL;5;8;13;0;4;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO PENAL;0;0;0;0;0;0;0;6;6;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO PRIVADO;11;21;32;1;2;3;0;0;0;0;3;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO PRIVADO CON ORIENTACIÓN EN DERECHO CORPORATIVO   ;5;5;10;5;5;10;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO PRIVADO CON ORIENTACIÓN EN DERECHO DE LOS NEGOCIOS  ;5;6;11;5;6;11;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO PROCESAL;1;1;2;0;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO PROCESAL PENAL;15;25;40;7;13;20;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHO Y RELACIONES LABORALES   ;22;12;34;12;8;20;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DERECHOS HUMANOS;4;1;5;0;0;0;5;1;6;7;3;10
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DESARROLLO DE CAPITAL HUMANO;24;11;35;6;3;9;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DESARROLLO ORGANIZACIONAL;19;11;30;2;4;6;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DESARROLLO ORGANIZACIONAL Y CAMBIO;21;12;33;5;4;9;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DIRECCIÓN;3;10;13;2;3;5;2;3;5;2;3;5
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DIRECCIÓN DE CAMPAÑAS ELECTORALES;7;15;22;7;15;22;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DIRECCIÓN DE INSTITUCIONES EDUCATIVAS;27;8;35;21;3;24;6;4;10;5;3;8
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DIRECCIÓN EDUCATIVA;34;18;52;4;3;7;4;0;4;4;0;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DIRECCIÓN FINANCIERA;39;27;66;7;5;12;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DIRECCIÓN GENERAL CON ÉNFASIS EN EMPRESAS;34;50;84;6;6;12;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN DIRECCION GENERAL CON ENFASIS EN FINANZAS;32;27;59;6;2;8;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN DIRECCION GENERAL CON ENFASIS EN GERENCIA DE PROYECTOS;65;135;200;12;20;32;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DIRECCIÓN GENERAL CON ÉNFASIS EN MARKETING;14;23;37;2;2;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DIRECCIÓN Y GESTIÓN DE INSTITUCIONES EDUCATIVAS;15;1;16;3;0;3;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN DISEÑO DE INTERIORES Y AMBIENTES ARQUITECTONICOS;25;15;40;9;3;12;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DISEÑO GRÁFICO;15;1;16;2;1;3;4;1;5;4;1;5
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DISEÑO GRÁFICO CON ORIENTACIÓN EN DIRECCIÓN CREATIVA;10;2;12;4;0;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DISEÑO Y DESARROLLO DE ENVASE Y EMBALAJE  ;3;2;5;3;2;5;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DOCENCIA;5;7;12;3;3;6;20;13;33;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN DOCENCIA CON ORIENTACIÓN EN EDUCACIÓN MEDIA SUPERIOR;56;11;67;15;3;18;14;5;19;102;40;142
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ECONOMÍA CON ESPECIALIDAD EN ECONOMÍA INDUSTRIAL;3;15;18;2;8;10;4;7;11;1;2;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN;575;200;775;187;73;260;209;34;243;188;30;218
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN BASADA EN COMPETENCIAS;77;34;111;22;14;36;8;4;12;7;0;7
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN BÁSICA;61;14;75;46;8;54;17;7;24;5;1;6
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CAMPO EN HISTORIA DE LA EDUCACIÓN REGIONAL;0;0;0;0;0;0;0;0;0;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON ACENTUACIÓN EN ADMINISTRACIÓN EDUCATIVA;3;1;4;1;1;2;2;1;3;2;1;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON ACENTUACIÓN EN DOCENCIA;1;3;4;0;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON ACENTUACIÓN EN EDUCACIÓN SUPERIOR;14;4;18;2;0;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACION CON ACENTUACION EN TECNOLOGIA EDUCATIVA;464;174;638;153;57;210;41;23;64;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN CON ORIENTACIÓN EN DIDÁCTICA CONSTRUCTIVISTA;40;21;61;11;4;15;32;6;38;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN EDUCACION CON ORIENTACION EN TUTORIA Y SISTEMAS VIRTUALES;8;1;9;1;1;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN DEL DESARROLLO DE HABILIDADES EMOCIONALES;4;0;4;4;0;4;4;0;4;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN EN DIRECCIÓN Y GESTIÓN DE CENTROS EDUCATIVOS;4;0;4;4;0;4;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN EN EL ÁREA DE EDUCACIÓN SUPERIOR;8;16;24;3;5;8;8;3;11;1;7;8
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN EN EL ÁREA DE NECESIDADES EDUCATIVAS ESPECIALES;3;0;3;0;0;0;0;0;0;0;1;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN ESPECIAL;0;0;0;0;0;0;56;7;63;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN FÍSICA;10;20;30;3;8;11;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRIA EN EDUCACION FISICA Y DEPORTES;0;2;2;0;1;1;3;1;4;3;1;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN INCLUSIVA;40;5;45;21;1;22;9;1;10;3;0;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN INFANTIL;1;0;1;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN INTERNACIONAL;8;2;10;8;2;10;0;0;0;2;1;3
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN MEDIA SUPERIOR;16;11;27;15;5;20;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN PARA LA ENSEÑANZA POR COMPETENCIAS;64;28;92;38;17;55;22;6;28;22;6;28
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN POR COMPETENCIAS;14;6;20;1;1;2;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN SUPERIOR;50;28;78;30;13;43;9;2;11;4;1;5
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACION SUPERIOR CON ACENTUACION EN ADMINISTRACION DE INSTITUCIONES EDUCATIVAS;84;55;139;58;42;100;10;4;14;8;4;12
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN UNIVERSITARIA;11;4;15;3;1;4;0;4;4;1;0;1
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN Y DOCENCIA;33;18;51;26;17;43;2;1;3;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN, CAMPO FORMACIÓN DOCENTE;145;57;202;93;36;129;27;15;42;14;5;19
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EDUCACIÓN: DIRECCIÓN Y ORGANIZACIÓN DE INSTITUCIONES EDUCATIVAS;12;5;17;8;4;12;3;1;4;3;1;4
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN EMPRENDIMIENTO E INNOVACIÓN;3;7;10;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENERGIA RENOVABLE Y SU OPTIMIZACION;1;14;15;0;1;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LA BIOLOGÍA;3;0;3;1;0;1;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LA QUÍMICA;1;1;2;0;0;0;0;0;0;0;0;0
NUEVO LEÓN;MAESTRÍA;MAESTRÍA EN ENSEÑANZA DE LAS CIENCIAS CON ACENTUACIÓN EN ARTES;13;2;15;13;2;15;0;0;0;0;0;0
