ENTIDAD FEDERATIVA;NIVEL DE ESTUDIOS;NOMBRE PROGRAMA EDUCATIVO;Matrícula Mujeres;Matrícula Hombres;Matrícula Total;Nuevo Ingreso Mujeres;Nuevo Ingreso Hombres;Nuevo Ingreso Total;Egresados Mujeres;Egresados Hombres;Egresados Total;Titulados Mujeres;Titulados Hombres;Titulados Total
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ARTES VISUALES;36;69;105;18;34;52;0;0;0;37;20;57
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN ASTROFÍSICA;21;34;55;8;19;27;0;0;0;8;17;25
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN AUDITORÍA;147;119;266;59;37;96;0;0;0;31;29;60
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN AUDITORÍA A OBRA PÚBLICA;5;5;10;5;5;10;2;8;10;2;6;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN BIBLIOTECOLOGÍA Y ESTUDIOS DE LA INFORMACIÓN;39;21;60;8;8;16;0;0;0;13;8;21
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN BIOCIENCIAS;17;8;25;1;2;3;3;2;5;3;2;5
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN BIOÉTICA;20;10;30;7;5;12;13;5;18;12;4;16
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN BIOLOGÍA;31;23;54;12;7;19;9;5;14;13;3;16
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN BIOLOGÍA DE LA REPRODUCCIÓN ANIMAL;31;21;52;12;8;20;8;6;14;10;2;12
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN BIOLOGÍA EXPERIMENTAL;20;17;37;12;13;25;9;9;18;7;6;13
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN BIOMEDICINA MOLECULAR;19;24;43;4;9;13;5;6;11;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN BIOTECNOLOGÍA;28;15;43;13;8;21;5;8;13;4;8;12
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CALIDAD Y ESTADÍSTICA APLICADA;27;26;53;11;7;18;14;8;22;1;0;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CAPACITACIÓN Y DESARROLLO HUMANO;2;3;5;2;1;3;1;1;2;1;1;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CARTOGRAFÍAS DEL ARTE CONTEMPORÁNEO;11;5;16;0;0;0;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIBERSEGURIDAD ;6;62;68;2;14;16;1;5;6;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIA DE DATOS;92;221;313;80;199;279;3;10;13;1;7;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIA DE LOS ALIMENTOS Y NUTRICIÓN HUMANA;7;3;10;3;1;4;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIA E INGENIERÍA DE MATERIALES;48;53;101;23;22;45;0;0;0;16;20;36
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIA FORENSE CON ÉNFASIS EN CRIMINALÍSTICA;2;18;20;2;18;20;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIA JURÍDICO PENAL;15;29;44;15;29;44;9;10;19;1;3;4
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIA POLÍTICA;3;26;29;3;26;29;5;25;30;1;7;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS;1;0;1;0;0;0;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS;12;15;27;5;9;14;5;7;12;5;7;12
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS (FÍSICA);15;112;127;9;46;55;0;0;0;4;33;37
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS (NEUROBIOLOGÍA);35;42;77;19;20;39;0;0;0;16;21;37
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS (TELECOMUNICACIONES);15;51;66;2;9;11;6;16;22;7;18;25
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS ADMINISTRATIVAS;43;43;86;22;27;49;8;3;11;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS AGROPECUARIAS;59;32;91;22;15;37;6;7;13;7;5;12
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS AMBIENTALES;13;3;16;8;0;8;8;3;11;3;0;3
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS ANTROPOLÓGICAS;11;5;16;0;0;0;5;8;13;4;4;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS BIOLÓGICAS;156;133;289;74;59;133;0;0;0;80;81;161
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS BIOMÉDICAS;4;4;8;1;2;3;3;3;6;3;3;6
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS BIOQUÍMICAS;157;174;331;74;66;140;0;0;0;68;82;150
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS COMPUTACIONALES Y ADMINISTRACIÓN DE LA TECNOLOGÍA;4;8;12;4;8;12;1;5;6;1;1;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN ALIMENTOS;21;6;27;3;2;5;13;3;16;12;3;15
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN BIOÉTICA;12;4;16;4;1;5;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN BIOMEDICINA Y BIOTECNOLOGÍA MOLECULAR;29;33;62;10;10;20;21;16;37;17;14;31
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN FARMACOLOGÍA;21;16;37;4;6;10;15;13;28;15;12;27
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN INMUNOLOGÍA;17;26;43;5;8;13;17;17;34;14;15;29
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN QUIMICOBIOLÓGICAS;67;69;136;11;16;27;23;23;46;24;20;44
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DE INGENIERÍA EN SISTEMAS ENERGÉTICOS;10;36;46;3;7;10;1;10;11;1;8;9
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA COMPUTACIÓN;18;84;102;5;25;30;1;0;1;5;18;23
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN;80;36;116;20;7;27;20;7;27;45;13;58
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN FAMILIAR;196;36;232;77;8;85;129;9;138;40;7;47
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA;4;5;9;1;2;3;0;0;0;1;0;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA EN MICROELECTRÓNICA;5;35;40;2;15;17;0;0;0;8;16;24
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA PRODUCCIÓN Y DE LA SALUD ANIMAL;75;54;129;20;19;39;0;0;0;27;19;46
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA REHABILITACIÓN NEUROLÓGICA;34;7;41;11;4;15;13;2;15;10;3;13
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA SALUD;263;156;419;84;42;126;69;47;116;81;44;125
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA SOSTENIBILIDAD;60;17;77;29;9;38;0;0;0;17;9;26
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DE LA TIERRA;49;80;129;13;23;36;0;0;0;34;41;75
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DEL DEPORTE;45;95;140;22;30;52;13;27;40;2;5;7
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS DEL MAR Y LIMNOLOGÍA;69;53;122;29;20;49;0;0;0;27;23;50
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS E INGENIERÍA;41;42;83;15;18;33;20;13;33;18;19;37
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS E INGENIERÍA DE LA COMPUTACIÓN;18;77;95;9;43;52;0;0;0;10;29;39
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS E INGENIERÍA ELECTROMAGNÉTICA ;2;7;9;2;7;9;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS ECONÓMICAS;37;48;85;8;16;24;12;20;32;15;25;40
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN ADMINISTRACIÓN DE NEGOCIOS;114;116;230;17;10;27;25;47;72;27;26;53
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN BIOLOGÍA CELULAR;12;7;19;6;3;9;8;5;13;8;5;13
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN BIOMEDICINA MOLECULAR;12;5;17;9;2;11;10;6;16;10;6;16
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN BIOPROCESOS;12;14;26;6;5;11;0;0;0;6;4;10
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN BIOQUÍMICA;5;7;12;3;2;5;4;2;6;4;2;6
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN BIOTECNOLOGÍA;23;18;41;10;1;11;6;4;10;6;4;10
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN COMPUTACIÓN;15;32;47;5;12;17;1;13;14;2;10;12
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN CONTROL AUTOMÁTICO;4;21;25;1;8;9;1;5;6;1;5;6
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN DESARROLLO RURAL;12;14;26;7;8;15;11;2;13;14;8;22
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN ESTUDIOS AMBIENTALES Y DE LA SUSTENTABILIDAD;9;8;17;2;1;3;4;7;11;11;7;18
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN ESTUDIOS INTERDISCIPLINARIOS PARA PEQUEÑAS Y MEDIANAS EMPRESAS;26;14;40;7;6;13;9;6;15;6;2;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN FARMACOLOGÍA;9;7;16;0;0;0;3;2;5;3;2;5
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN FÍSICA;10;52;62;1;24;25;5;17;22;5;17;22
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN FÍSICA EDUCATIVA;8;12;20;0;0;0;2;0;2;4;2;6
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN FISICOMATEMÁTICAS;7;51;58;1;6;7;1;6;7;17;45;62
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN FISIOLOGÍA CELULAR Y MOLECULAR;2;8;10;0;0;0;2;0;2;2;0;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN GENÉTICA Y BIOLOGÍA MOLECULAR;24;16;40;11;6;17;4;3;7;4;3;7
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN INFECTOMICA Y PATOGÉNESIS MOLECULAR;12;13;25;5;3;8;6;6;12;6;6;12
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN INGENIERÍA AERONÁUTICA Y ESPACIAL;5;10;15;1;4;5;0;9;9;0;10;10
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN INGENIERÍA DE CÓMPUTO CON ESPECIALIDAD EN SISTEMAS DIGITALES;7;51;58;0;13;13;0;1;1;2;12;14
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN INGENIERÍA ELÉCTRICA;19;93;112;8;31;39;4;19;23;4;19;23
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN INGENIERÍA QUÍMICA;3;8;11;1;5;6;1;3;4;0;2;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN INVESTIGACIONES EDUCATIVAS;15;12;27;0;0;0;10;14;24;10;14;24
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN MATEMÁTICA EDUCATIVA;49;55;104;13;18;31;22;21;43;14;18;32
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN MATEMÁTICAS;2;28;30;2;6;8;2;9;11;2;9;11
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN NEUROBIOLOGÍA CELULAR Y MOLECULAR;16;7;23;10;6;16;1;5;6;1;5;6
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN NEUROFARMACOLOGÍA Y TERAPÉUTICA EXPERIMENTAL;28;14;42;13;8;21;8;16;24;8;16;24
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN SALUD DE LOS TRABAJADORES;11;5;16;0;0;0;4;1;5;2;0;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN SALUD OCUPACIONAL, SEGURIDAD E HIGIENE;21;13;34;7;5;12;11;3;14;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN SISTEMAS AUTÓNOMOS DE NAVEGACIÓN AÉREA Y SUBMARINA;3;13;16;2;6;8;7;1;8;7;1;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN SISTEMAS COMPUTACIONALES MÓVILES;0;27;27;0;9;9;1;2;3;1;9;10
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN TERMOFLUIDOS;5;17;22;0;2;2;3;8;11;3;6;9
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS EN TOXICOLOGÍA;14;11;25;4;4;8;5;2;7;5;2;7
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS FARMACÉUTICAS;22;26;48;6;12;18;8;10;18;3;9;12
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS FÍSICA MÉDICA;6;12;18;4;5;9;0;0;0;0;6;6
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS FORENSES;4;7;11;0;1;1;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS GENÓMICAS;13;10;23;7;3;10;2;2;4;2;1;3
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS JURÍDICAS;8;11;19;0;0;0;8;11;19;6;7;13
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS MATEMÁTICAS;35;168;203;16;65;81;0;0;0;9;53;62
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS MÉDICAS;78;99;177;23;28;51;0;0;0;45;35;80
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS NATURALES E INGENIERÍA;15;16;31;3;4;7;1;5;6;2;6;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS ODONTOLÓGICAS;26;19;45;10;7;17;0;0;0;11;6;17
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS PENALES;95;129;224;21;31;52;9;24;33;10;19;29
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS PENALES Y CRIMINALISTICA;162;155;317;40;30;70;49;45;94;15;14;29
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS QUÍMICAS;61;129;190;13;34;47;0;0;0;53;67;120
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS SOCIALES;13;29;42;0;0;0;0;3;3;3;2;5
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS SOCIALES CON ESPECIALIDAD EN SOCIOLOGÍA;5;13;18;5;13;18;0;0;0;1;0;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS SOCIALES Y HUMANIDADES;18;11;29;7;4;11;3;6;9;5;4;9
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS SOCIOMÉDICAS;23;13;36;10;9;19;0;0;0;9;4;13
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS Y ARTES PARA EL DISEÑO;28;22;50;12;11;23;14;13;27;11;11;22
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS Y TECNOLOGÍAS DE LA INFORMACIÓN;7;33;40;3;12;15;3;6;9;2;9;11
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIENCIAS, ÁREA CIBERTRÓNICA;0;9;9;0;0;0;0;1;1;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CINE;11;10;21;3;5;8;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CINE DOCUMENTAL;14;20;34;6;10;16;0;0;0;3;6;9
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CIUDAD;2;5;7;2;5;7;2;3;5;2;3;5
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CLÍNICA PSICOANALÍTICA;9;7;16;4;2;6;13;9;22;2;1;3
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMERCIALIZACIÓN Y DESARROLLO DE MERCADO;6;8;14;0;0;0;1;1;2;1;1;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMERCIO EXTERIOR;11;12;23;5;5;10;6;4;10;1;5;6
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMERCIO INTERNACIONAL;41;23;64;0;1;1;38;38;76;0;2;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMPETENCIAS DOCENTES;198;62;260;58;12;70;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMPETENCIAS EDUCATIVAS;28;2;30;10;0;10;5;2;7;1;1;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMPORTAMIENTO HUMANO Y LIDERAZGO;0;0;0;0;0;0;76;59;135;43;35;78
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN;67;42;109;31;14;45;11;7;18;18;10;28
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN DIGITAL;23;28;51;19;21;40;9;17;26;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN E IDENTIDAD CORPORATIVA;13;13;26;13;13;26;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN EMPRESARIAL;4;6;10;3;3;6;2;1;3;9;4;13
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN INSTITUCIONAL;9;12;21;4;5;9;7;8;15;10;8;18
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN ORGANIZACIONAL;39;27;66;11;6;17;12;4;16;9;4;13
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN PARA LA ACCIÓN POLÍTICA Y SOCIAL;7;8;15;4;5;9;4;2;6;3;2;5
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN PARA LA ALTA DIRECCIÓN;13;5;18;8;1;9;9;6;15;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN PERIODÍSTICA Y SUS NUEVAS TECNOLOGÍAS;14;6;20;6;3;9;0;0;0;0;1;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN VISUAL;13;5;18;7;3;10;7;4;11;5;6;11
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN VISUAL Y MEDIOS DIGITALES;5;1;6;1;0;1;7;1;8;1;1;2
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN Y ESTUDIOS DE LA CULTURA;5;5;10;2;3;5;5;1;6;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN Y HUMANIDADES DIGITALES;4;5;9;0;0;0;5;7;12;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN Y LENGUAJES VISUALES;7;5;12;3;4;7;1;0;1;2;1;3
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN Y MEDIOS VIRTUALES;10;12;22;3;4;7;1;2;3;0;1;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN Y POLÍTICA;12;14;26;7;6;13;2;4;6;1;3;4
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIÓN Y TECNOLOGÍAS EDUCATIVAS;13;7;20;0;0;0;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COMUNICACIONES Y TECNOLOGÍAS DE INFORMACIÓN;8;18;26;7;8;15;2;15;17;1;0;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CONSERVACIÓN DE ACERVOS DOCUMENTALES;11;5;16;11;5;16;9;1;10;1;0;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES INMUEBLES;13;5;18;13;5;18;3;2;5;4;0;4
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CONSTRUCCIÓN DE VÍAS TERRESTRES;3;12;15;3;12;15;30;224;254;30;224;254
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CONSULTOR DE PEQUEÑAS Y MEDIANAS EMPRESAS;5;4;9;5;4;9;5;11;16;0;3;3
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CONTABILIDAD CON ESPECIALIDAD EN IMPUESTOS;13;13;26;3;2;5;2;4;6;2;3;5
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CONTADURÍA;0;5;5;0;0;0;0;3;3;0;1;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO;15;3;18;0;0;0;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CREATIVIDAD PARA EL DISEÑO;6;1;7;0;0;0;4;2;6;4;2;6
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CRIMINALÍSTICA;62;28;90;11;7;18;61;48;109;75;26;101
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CRIMINOLOGÍA;81;75;156;19;19;38;57;25;82;61;35;96
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN CRIMINOLOGÍA Y POLÍTICA CRIMINAL;1;15;16;1;15;16;0;0;0;4;4;8
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DEFENSA FISCAL;5;6;11;5;6;11;0;0;0;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DEMOGRAFÍA;10;8;18;0;0;0;0;0;0;0;1;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DEMOGRAFÍA SOCIAL;2;1;3;2;1;3;0;0;0;1;0;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO;835;837;1672;291;322;613;215;249;464;236;331;567
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO ADMINISTRATIVO;35;48;83;9;18;27;14;13;27;32;43;75
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO ADMINISTRATIVO Y FISCAL;310;356;666;59;62;121;98;148;246;24;26;50
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO ADUANERO Y DERECHO DE COMERCIO EXTERIOR;110;112;222;21;45;66;33;24;57;21;15;36
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO CIVIL;86;104;190;51;59;110;30;28;58;11;13;24
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO CONSTITUCIONAL;22;15;37;4;2;6;2;12;14;2;2;4
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO CONSTITUCIONAL Y AMPARO;294;344;638;47;62;109;81;90;171;39;39;78
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO CONSTITUCIONAL Y DERECHOS HUMANOS;49;45;94;30;19;49;11;21;32;3;4;7
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO CORPORATIVO;124;162;286;17;26;43;88;94;182;39;43;82
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO CORPORATIVO Y NEGOCIOS INTERNACIONALES;6;11;17;2;5;7;2;5;7;2;5;7
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO DE AMPARO;53;78;131;13;28;41;5;12;17;2;4;6
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO DE EMPRESA;36;36;72;14;8;22;10;5;15;0;0;0
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO DE LA EMPRESA;41;88;129;20;27;47;21;60;81;22;62;84
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO DE LAS TECNOLOGÍAS  DE INFORMACIÓN Y COMUNICACIÓN;7;9;16;0;0;0;12;16;28;4;9;13
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO DE LOS NEGOCIOS;1;1;2;0;0;0;2;0;2;1;0;1
CIUDAD DE MÉXICO;MAESTRÍA;MAESTRÍA EN DERECHO DE LOS NEGOCIOS INTERNACIONALES;1;0;1;0;0;0;0;0;0;0;0;0
