ENTIDAD FEDERATIVA;PROGRAMA DE ESTUDIOS;Lugares Ofertados;Solicitudes de Primer Ingreso Hombres;Solicitudes de Primer Ingreso Mujeres;Solicitudes de Primer Ingreso;Primer Ingreso Hombres;Primer Ingreso Mujeres;Primer Ingreso Total;Matrícula Hombres;Matrícula Mujeres;Matrícula Total;Egresados Hombres;Egresados Mujeres;Egresados Total
TAMAULIPAS;MAQUINISTA NAVAL;60;70;0;70;51;0;51;142;4;146;23;0;23
TAMAULIPAS;MÉDICO CIRUJANO;723;563;672;1235;385;419;804;1737;1733;3470;180;203;383
TAMAULIPAS;MÉDICO CIRUJANO DENTISTA;173;77;108;185;75;103;178;364;531;895;27;31;58
TAMAULIPAS;MÉDICO CIRUJANO PARTERO;203;89;114;203;89;114;203;456;485;941;54;58;112
TAMAULIPAS;MÉDICO CIRUJANO Y PARTERO;120;41;79;120;41;81;122;75;110;185;10;14;24
TAMAULIPAS;MÉDICO VETERINARIO ZOOTECNISTA;160;108;23;131;89;19;108;489;127;616;49;18;67
TAMAULIPAS;PILOTO NAVAL;60;105;19;124;42;9;51;155;25;180;40;3;43
TAMAULIPAS;QUÍMICO AMBIENTAL EN SISTEMAS COMPLEJOS;0;0;0;0;0;0;0;2;0;2;0;0;0
TAMAULIPAS;QUÍMICO EN SISTEMAS COMPLEJOS Y QUIMIOMETRIA;0;0;0;0;0;0;0;0;1;1;0;1;1
TAMAULIPAS;QUÍMICO FARMACÉUTICO BIÓLOGO;157;54;113;167;51;104;155;202;451;653;22;58;80
TAMAULIPAS;QUÍMICO FARMACOBIÓLOGO;11;4;7;11;4;7;11;13;18;31;3;5;8
TAMAULIPAS;QUÍMICO INDUSTRIAL;0;0;0;0;0;0;0;37;24;61;5;13;18
TAMAULIPAS;QUÍMICO INDUSTRIAL EN SISTEMAS COMPLEJOS;0;0;0;0;0;0;0;2;0;2;0;0;0
TAMAULIPAS;TRONCO COMÚN EN CIENCIAS DE LA EDUCACIÓN;960;252;708;960;252;708;960;488;1363;1851;0;0;0
TAMAULIPAS;TRONCO COMÚN EN CIENCIAS DE LA INGENIERÍA;223;186;37;223;186;37;223;273;60;333;0;0;0
TAMAULIPAS;TRONCO COMÚN EN CONTADOR PÚBLICO Y LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;80;8;23;31;8;23;31;8;23;31;0;0;0
TAMAULIPAS;TRONCO COMÚN EN EL ÁREA ADMINISTRATIVA Y CONTABLE;232;98;134;232;98;134;232;137;212;349;0;0;0
TAMAULIPAS;TRONCO COMÚN EN HUMANIDADES;35;4;18;22;1;11;12;2;21;23;2;23;25
TLAXCALA;TOTAL;9392;4650;6490;11140;3356;3865;7221;12385;14375;26760;1600;2127;3727
TLAXCALA;CONTADURÍA PÚBLICA;23;6;6;12;6;6;12;8;9;17;3;1;4
TLAXCALA;INGENIERÍA DE LOS MATERIALES;0;0;0;0;0;0;0;22;14;36;1;0;1
TLAXCALA;INGENIERÍA ELECTROMECÁNICA;81;49;4;53;98;3;101;166;6;172;0;0;0
TLAXCALA;INGENIERÍA ELECTRÓNICA;80;25;4;29;25;4;29;128;7;135;36;11;47
TLAXCALA;INGENIERÍA EN ADMINISTRACIÓN;80;26;71;97;24;55;79;48;83;131;0;0;0
TLAXCALA;INGENIERÍA EN AGRONOMÍA;150;115;35;150;103;26;129;306;136;442;15;12;27
TLAXCALA;INGENIERÍA EN AGROTECNOLOGÍA;50;12;3;15;13;8;21;29;19;48;0;0;0
TLAXCALA;INGENIERÍA EN BIOTECNOLOGÍA;150;101;85;186;65;73;138;165;190;355;0;0;0
TLAXCALA;INGENIERÍA EN COMPUTACIÓN;100;67;24;91;81;28;109;353;170;523;41;19;60
TLAXCALA;INGENIERÍA EN DISEÑO TEXTIL Y MODA;0;0;0;0;0;0;0;7;20;27;0;0;0
TLAXCALA;INGENIERÍA EN ELECTROMECÁNICA;0;0;0;0;0;0;0;206;12;218;22;0;22
TLAXCALA;INGENIERÍA EN GESTIÓN EMPRESARIAL;81;49;89;138;41;96;137;126;236;362;0;0;0
TLAXCALA;INGENIERÍA EN INDUSTRIA ALIMENTARIA;0;0;0;0;0;0;0;30;74;104;2;11;13
TLAXCALA;INGENIERÍA EN INDUSTRIAS ALIMENTARIAS;100;20;42;62;19;31;50;28;52;80;0;0;0
TLAXCALA;INGENIERÍA EN LOGÍSTICA;1;24;22;46;20;20;40;54;45;99;0;0;0
TLAXCALA;INGENIERÍA EN LOGÍSTICA Y TRANSPORTE;50;20;17;37;34;22;56;55;36;91;0;0;0
TLAXCALA;INGENIERÍA EN MANTENIMIENTO INDUSTRIAL;0;0;0;0;0;0;0;58;1;59;31;1;32
TLAXCALA;INGENIERÍA EN MATERIALES;1;11;4;15;11;3;14;15;5;20;0;0;0
TLAXCALA;INGENIERÍA EN MECATRÓNICA;240;260;32;292;204;17;221;873;88;961;136;17;153
TLAXCALA;INGENIERÍA EN NEGOCIOS Y GESTIÓN EMPRESARIAL;0;0;0;0;0;0;0;76;104;180;8;21;29
TLAXCALA;INGENIERÍA EN PROCESOS Y OPERACIONES INDUSTRIALES;0;0;0;0;0;0;0;75;34;109;51;17;68
TLAXCALA;INGENIERÍA EN SISTEMAS COMPUTACIONALES;66;52;22;74;7;3;10;49;14;63;6;0;6
TLAXCALA;INGENIERÍA EN SISTEMAS ELECTRÓNICOS;20;13;0;13;17;0;17;92;3;95;7;0;7
TLAXCALA;INGENIERÍA EN SISTEMAS ESTRATÉGICOS DE LA INFORMACIÓN;50;13;12;25;22;22;44;46;33;79;0;0;0
TLAXCALA;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES;80;70;50;120;59;46;105;136;88;224;0;0;0
TLAXCALA;INGENIERÍA EN TECNOTRÓNICA;0;0;0;0;0;0;0;57;2;59;0;0;0
TLAXCALA;INGENIERÍA FINANCIERA;150;92;123;215;69;83;152;211;285;496;0;0;0
TLAXCALA;INGENIERÍA INDUSTRIAL;230;236;92;328;188;60;248;690;237;927;126;57;183
TLAXCALA;INGENIERÍA MECÁNICA;20;22;0;22;21;0;21;84;6;90;12;1;13
TLAXCALA;INGENIERÍA MECATRÓNICA;80;171;112;283;72;3;75;133;10;143;0;0;0
TLAXCALA;INGENIERÍA QUÍMICA;201;92;126;218;75;110;185;297;404;701;50;80;130
TLAXCALA;INGENIERÍA QUÍMICO INDUSTRIAL;24;8;10;18;8;13;21;34;57;91;5;11;16
TLAXCALA;LICENCIATURA EN ACTUARIA;0;0;1;1;0;0;0;4;5;9;0;0;0
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN;261;80;107;187;74;97;171;344;557;901;55;90;145
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;6;3;3;6;3;3;6;7;7;14;2;0;2
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;50;10;40;50;10;40;50;48;115;163;15;29;44
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN DE INSTITUCIONES;40;13;6;19;8;5;13;18;7;25;0;0;0
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN DE PEQUEÑAS Y MEDIANAS EMPRESAS;50;7;14;21;0;0;0;13;12;25;2;3;5
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN GASTRONÓMICA;17;10;7;17;10;7;17;35;28;63;0;0;0
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN HOTELERA;30;0;0;0;0;0;0;12;10;22;1;3;4
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN PÚBLICA;3;0;3;3;0;3;3;3;6;9;1;1;2
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN TURÍSTICA;25;10;15;25;5;10;15;16;23;39;2;7;9
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN Y COMERCIALIZACIÓN;2;1;1;2;1;1;2;1;1;2;0;0;0
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS;50;0;2;2;0;2;2;0;3;3;0;0;0
TLAXCALA;LICENCIATURA EN ANTROPOLOGÍA;30;3;9;12;3;9;12;11;30;41;0;0;0
TLAXCALA;LICENCIATURA EN ARQUITECTURA;260;191;82;273;97;40;137;313;141;454;14;5;19
TLAXCALA;LICENCIATURA EN ARTES VISUALES;23;6;11;17;6;8;14;27;21;48;0;0;0
TLAXCALA;LICENCIATURA EN BIOLOGÍA;40;16;17;33;18;22;40;71;90;161;8;20;28
TLAXCALA;LICENCIATURA EN CIENCIAS AMBIENTALES;23;7;20;27;13;17;30;34;54;88;4;3;7
TLAXCALA;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN;101;15;15;30;13;12;25;34;38;72;4;5;9
TLAXCALA;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN;134;51;98;149;44;88;132;144;344;488;23;44;67
TLAXCALA;LICENCIATURA EN CIENCIAS DE LA FAMILIA;19;2;2;4;3;16;19;13;81;94;3;14;17
TLAXCALA;LICENCIATURA EN CIENCIAS FORENSES Y PERICIALES;30;6;12;18;6;12;18;7;12;19;0;0;0
TLAXCALA;LICENCIATURA EN CIENCIAS POLÍTICAS;90;58;36;94;59;46;105;222;220;442;20;16;36
TLAXCALA;LICENCIATURA EN CIRUJANO DENTISTA;120;29;92;121;32;89;121;124;306;430;7;28;35
TLAXCALA;LICENCIATURA EN COMPUTACIÓN ADMINISTRATIVA;1;0;0;0;0;0;0;3;0;3;0;0;0
TLAXCALA;LICENCIATURA EN COMUNICACIÓN E INNOVACIÓN EDUCATIVA;100;11;19;30;18;26;44;47;123;170;14;35;49
TLAXCALA;LICENCIATURA EN CONTADURÍA PÚBLICA;250;81;152;233;83;138;221;265;496;761;67;110;177
TLAXCALA;LICENCIATURA EN CONTADURÍA Y FINANZAS;5;3;2;5;3;2;5;13;10;23;0;0;0
TLAXCALA;LICENCIATURA EN CONTADURÍA Y FINANZAS INTERNACIONALES;50;16;42;58;5;7;12;10;23;33;4;6;10
TLAXCALA;LICENCIATURA EN CRIMINALÍSTICA;60;20;20;40;8;13;21;8;13;21;0;0;0
TLAXCALA;LICENCIATURA EN CRIMINOLOGÍA;224;85;118;203;98;126;224;98;126;224;0;0;0
TLAXCALA;LICENCIATURA EN DERECHO;990;500;523;1023;375;389;764;1261;1260;2521;188;184;372
TLAXCALA;LICENCIATURA EN DERECHO CORPORATIVO EMPRESARIAL;50;10;8;18;6;4;10;13;10;23;0;0;0
TLAXCALA;LICENCIATURA EN DESARROLLO EMPRESARIAL;20;3;2;5;2;2;4;8;8;16;0;0;0
TLAXCALA;LICENCIATURA EN DESARROLLO INTEGRAL INFANTIL;30;0;43;43;0;39;39;0;39;39;0;0;0
TLAXCALA;LICENCIATURA EN DISEÑO DE MODAS;15;11;30;41;1;5;6;2;16;18;0;0;0
TLAXCALA;LICENCIATURA EN DISEÑO GRÁFICO;47;52;25;77;15;12;27;50;35;85;9;3;12
TLAXCALA;LICENCIATURA EN DISEÑO TEXTIL;32;4;19;23;4;21;25;20;120;140;0;0;0
TLAXCALA;LICENCIATURA EN DISEÑO Y COMUNICACIÓN DIGITAL;50;26;64;90;5;15;20;22;45;67;5;5;10
TLAXCALA;LICENCIATURA EN DOCENCIA TECNOLÓGICA;90;42;45;87;42;45;87;114;154;268;4;5;9
TLAXCALA;LICENCIATURA EN ECONOMÍA;1;1;0;1;1;0;1;5;0;5;0;0;0
TLAXCALA;LICENCIATURA EN EDUCACIÓN;199;104;133;237;92;107;199;211;392;603;8;30;38
TLAXCALA;LICENCIATURA EN EDUCACIÓN ESPECIAL;50;10;57;67;6;39;45;29;253;282;2;49;51
TLAXCALA;LICENCIATURA EN EDUCACIÓN FÍSICA;0;0;0;0;0;0;0;378;146;524;127;63;190
TLAXCALA;LICENCIATURA EN EDUCACIÓN PREESCOLAR;91;4;530;534;2;88;90;7;607;614;0;104;104
TLAXCALA;LICENCIATURA EN EDUCACIÓN PRIMARIA;271;306;709;1015;82;189;271;317;823;1140;54;164;218
TLAXCALA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL;0;0;0;0;0;0;0;20;50;70;4;14;18
TLAXCALA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA;0;0;0;0;0;0;0;24;38;62;5;4;9
TLAXCALA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS;0;0;0;0;0;0;0;32;32;64;10;3;13
TLAXCALA;LICENCIATURA EN EDUCACIÓN TELESECUNDARIA;0;0;0;0;0;0;0;428;565;993;104;176;280
TLAXCALA;LICENCIATURA EN ENFERMERÍA;610;81;339;420;47;221;268;105;580;685;11;80;91
TLAXCALA;LICENCIATURA EN ENFERMERÍA Y OBSTETRICIA;56;7;105;112;7;105;112;7;105;112;1;55;56
TLAXCALA;LICENCIATURA EN ENSEÑANZA DEL IDIOMA INGLÉS;30;0;0;0;0;0;0;1;0;1;0;0;0
TLAXCALA;LICENCIATURA EN FILOSOFÍA;32;7;6;13;5;6;11;28;20;48;8;1;9
TLAXCALA;LICENCIATURA EN GASTRONOMÍA;30;13;11;24;7;10;17;44;42;86;5;11;16
TLAXCALA;LICENCIATURA EN GASTRONOMÍA, CHEF;80;23;38;61;11;22;33;44;55;99;3;1;4
TLAXCALA;LICENCIATURA EN HISTORIA;80;13;7;20;13;9;22;55;37;92;5;5;10
TLAXCALA;LICENCIATURA EN IDIOMAS EUROPEOS;40;10;30;40;10;30;40;33;94;127;4;6;10
TLAXCALA;LICENCIATURA EN INFORMÁTICA;0;0;0;0;0;0;0;129;114;243;25;28;53
TLAXCALA;LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA;20;0;0;0;0;0;0;0;1;1;0;0;0
TLAXCALA;LICENCIATURA EN INGENIERÍA CIVIL;80;48;12;60;133;26;159;525;118;643;18;4;22
TLAXCALA;LICENCIATURA EN INGENIERÍA ELECTRÓNICA EN COMUNICACIONES;0;0;0;0;0;0;0;4;0;4;0;0;0
TLAXCALA;LICENCIATURA EN INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;180;163;107;270;123;71;194;222;107;329;0;0;0
TLAXCALA;LICENCIATURA EN INTERVENCIÓN EDUCATIVA;57;24;53;77;14;43;57;51;134;185;5;26;31
TLAXCALA;LICENCIATURA EN LENGUAS MODERNAS;170;70;153;223;48;87;135;202;330;532;13;28;41
TLAXCALA;LICENCIATURA EN LITERATURA HISPANOAMERICANA;30;7;10;17;8;9;17;23;40;63;2;7;9
TLAXCALA;LICENCIATURA EN MATEMÁTICAS APLICADAS;24;16;12;28;16;15;31;43;55;98;1;4;5
TLAXCALA;LICENCIATURA EN MÉDICO CIRUJANO;260;434;572;1006;122;120;242;431;549;980;54;68;122
TLAXCALA;LICENCIATURA EN MERCADOTECNIA;80;5;2;7;3;2;5;16;11;27;6;4;10
TLAXCALA;LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD;25;6;4;10;6;4;10;6;7;13;3;2;5
TLAXCALA;LICENCIATURA EN NEGOCIOS INTERNACIONALES;219;63;113;176;33;72;105;147;273;420;25;54;79
TLAXCALA;LICENCIATURA EN NUTRICIÓN;99;17;34;51;26;50;76;88;233;321;14;50;64
TLAXCALA;LICENCIATURA EN NUTRICIÓN HUMANA;30;8;12;20;6;11;17;10;38;48;1;12;13
TLAXCALA;LICENCIATURA EN PEDAGOGÍA;61;18;32;50;18;32;50;39;82;121;6;18;24
TLAXCALA;LICENCIATURA EN PSICOLOGÍA;150;51;223;274;11;21;32;33;88;121;2;2;4
TLAXCALA;LICENCIATURA EN PSICOLOGÍA CLÍNICA;60;20;37;57;14;25;39;27;68;95;2;3;5
TLAXCALA;LICENCIATURA EN PSICOLOGÍA HUMANISTA;14;4;10;14;4;10;14;8;22;30;0;0;0
TLAXCALA;LICENCIATURA EN PSICOLOGÍA SOCIAL;234;43;186;229;44;164;208;170;618;788;7;79;86
TLAXCALA;LICENCIATURA EN PSICOPEDAGOGÍA;50;8;21;29;2;19;21;7;43;50;3;4;7
TLAXCALA;LICENCIATURA EN PUBLICIDAD;50;0;1;1;0;1;1;1;1;2;0;0;0
TLAXCALA;LICENCIATURA EN PUBLICIDAD Y RELACIONES PÚBLICAS;30;3;10;13;1;8;9;7;15;22;0;1;1
TLAXCALA;LICENCIATURA EN SISTEMAS COMPUTACIONALES;50;1;0;1;1;0;1;3;1;4;0;0;0
TLAXCALA;LICENCIATURA EN SOCIOLOGÍA;18;14;24;38;12;18;30;40;55;95;8;15;23
TLAXCALA;LICENCIATURA EN TECNOLOGÍAS DE LA INFORMACIÓN Y GESTIÓN DE PROYECTOS;30;3;0;3;3;0;3;10;1;11;0;0;0
TLAXCALA;LICENCIATURA EN TERAPIA FÍSICA Y REHABILITACIÓN;40;10;30;40;9;21;30;34;97;131;11;23;34
TLAXCALA;LICENCIATURA EN TRABAJO SOCIAL;90;14;73;87;11;69;80;39;265;304;11;41;52
TLAXCALA;LICENCIATURA EN TURISMO;2;0;2;2;0;2;2;0;3;3;0;0;0
TLAXCALA;LICENCIATURA EN TURISMO INTERNACIONAL;50;36;78;114;3;10;13;4;13;17;0;0;0
TLAXCALA;MÉDICO VETERINARIO ZOOTECNISTA;93;49;24;73;50;26;76;206;85;291;28;13;41
VERACRUZ;TOTAL;87959;48986;54938;103924;34255;37352;71607;102680;108665;211345;10516;14272;24788
VERACRUZ;ARQUITECTO;60;34;26;60;34;26;60;153;88;241;17;20;37
VERACRUZ;ARQUITECTURA;414;582;358;940;238;174;412;1141;718;1859;18;15;33
VERACRUZ;BIÓLOGO;35;16;19;35;15;19;34;15;19;34;0;0;0
VERACRUZ;CIRUJANO DENTISTA;525;330;631;961;193;331;524;1035;1702;2737;76;164;240
VERACRUZ;CONTADOR PÚBLICO;720;219;426;645;197;379;576;313;577;890;1;10;11
VERACRUZ;CONTADOR PÚBLICO Y AUDITOR;25;11;14;25;5;6;11;11;19;30;1;2;3
VERACRUZ;CONTADURÍA PÚBLICA;0;0;0;0;0;0;0;9;22;31;7;15;22
VERACRUZ;INGENIERÍA AGROINDUSTRIAL;40;14;17;31;14;17;31;34;57;91;0;0;0
VERACRUZ;INGENIERÍA AGRÓNOMO;300;213;114;327;173;96;269;656;326;982;67;24;91
VERACRUZ;INGENIERÍA AGRÓNOMO INDUSTRIAL;1;1;0;1;1;0;1;1;1;2;0;0;0
VERACRUZ;INGENIERÍA AGROQUÍMICO;0;0;0;0;0;0;0;12;26;38;3;6;9
VERACRUZ;INGENIERÍA AMBIENTAL;502;299;464;763;174;238;412;512;681;1193;22;30;52
VERACRUZ;INGENIERÍA BIOQUÍMICA;450;286;192;478;158;181;339;570;755;1325;25;39;64
VERACRUZ;INGENIERÍA CIVIL;1010;1295;351;1646;729;226;955;2606;705;3311;163;40;203
VERACRUZ;INGENIERÍA ELÉCTRICA;490;568;44;612;407;37;444;795;50;845;3;0;3
VERACRUZ;INGENIERÍA ELECTROMECÁNICA;729;768;59;827;563;38;601;2242;190;2432;121;15;136
VERACRUZ;INGENIERÍA ELECTRÓNICA;562;430;54;484;361;45;406;1908;224;2132;236;31;267
VERACRUZ;INGENIERÍA EN ACUACULTURA;20;11;8;19;11;8;19;39;24;63;0;0;0
VERACRUZ;INGENIERÍA EN ADMINISTRACIÓN;547;175;375;550;146;271;417;278;550;828;0;0;0
VERACRUZ;INGENIERÍA EN AGRONOMÍA;340;162;47;209;144;45;189;460;168;628;51;17;68
VERACRUZ;INGENIERÍA EN ALIMENTOS;70;31;78;109;21;50;71;47;156;203;0;0;0
VERACRUZ;INGENIERÍA EN BIOTECNOLOGÍA;133;66;54;120;61;48;109;106;96;202;0;0;0
VERACRUZ;INGENIERÍA EN CIENCIAS NAVALES;348;240;108;348;240;108;348;799;197;996;56;0;56
VERACRUZ;INGENIERÍA EN DESARROLLO COMUNITARIO;220;103;122;225;95;117;212;199;224;423;6;16;22
VERACRUZ;INGENIERÍA EN DESARROLLO DE SOFTWARE;15;0;0;0;1;0;1;4;0;4;0;0;0
VERACRUZ;INGENIERÍA EN DESARROLLO E INNOVACIÓN EMPRESARIAL;0;0;0;0;0;0;0;53;90;143;11;21;32
VERACRUZ;INGENIERÍA EN ELÉCTRICA;120;108;9;117;104;9;113;633;58;691;73;7;80
VERACRUZ;INGENIERÍA EN ELECTROMECÁNICA;220;220;22;242;202;19;221;634;51;685;83;2;85
VERACRUZ;INGENIERÍA EN ELECTRÓNICA;120;105;11;116;84;10;94;484;79;563;50;6;56
VERACRUZ;INGENIERÍA EN ELECTRÓNICA Y COMUNICACIONES;94;122;20;142;80;13;93;282;54;336;44;13;57
VERACRUZ;INGENIERÍA EN FORESTAL;0;0;0;0;0;0;0;45;39;84;16;7;23
VERACRUZ;INGENIERÍA EN GESTIÓN EMPRESARIAL;3430;1026;1725;2751;919;1435;2354;2240;3590;5830;0;0;0
VERACRUZ;INGENIERÍA EN INDUSTRIAS ALIMENTARIAS;406;136;193;329;115;158;273;419;659;1078;36;52;88
VERACRUZ;INGENIERÍA EN INFORMÁTICA;260;209;107;316;125;67;192;184;126;310;0;0;0
VERACRUZ;INGENIERÍA EN INNOVACIÓN AGRÍCOLA SUSTENTABLE;200;126;55;181;117;48;165;242;114;356;0;0;0
VERACRUZ;INGENIERÍA EN LOGÍSTICA;80;42;42;84;42;38;80;62;47;109;0;0;0
VERACRUZ;INGENIERÍA EN MANTENIMIENTO INDUSTRIAL;0;0;0;0;0;0;0;379;77;456;0;0;0
VERACRUZ;INGENIERÍA EN MECATRÓNICA;401;351;73;424;267;45;312;873;116;989;12;2;14
VERACRUZ;INGENIERÍA EN METALÚRGICA Y CIENCIAS DE LOS MATERIALES;35;42;5;47;31;4;35;104;25;129;0;0;0
VERACRUZ;INGENIERÍA EN NANOTECNOLOGÍA;40;28;26;54;28;21;49;46;40;86;0;0;0
VERACRUZ;INGENIERÍA EN NEGOCIOS Y TECNOLOGÍAS DE INFORMACIÓN;0;0;0;0;0;0;0;3;0;3;0;0;0
VERACRUZ;INGENIERÍA EN PROCESOS BIOALIMENTARIOS;0;0;0;0;0;0;0;29;37;66;0;0;0
VERACRUZ;INGENIERÍA EN SISTEMAS COMPUTACIONALES;3080;2122;1004;3126;1862;847;2709;6293;2997;9290;571;310;881
VERACRUZ;INGENIERÍA EN SISTEMAS DE COMPUTACIÓN;0;0;0;0;2;5;7;2;5;7;5;6;11
VERACRUZ;INGENIERÍA EN SISTEMAS DE COMPUTACIÓN ADMINISTRATIVA;0;0;0;0;0;0;0;0;0;0;0;0;0
VERACRUZ;INGENIERÍA EN SISTEMAS DE PRODUCCIÓN AGROPECUARIA;135;86;34;120;77;29;106;221;99;320;40;17;57
VERACRUZ;INGENIERÍA EN SISTEMAS Y TECNOLOGÍAS DE INFORMACIÓN;25;4;0;4;2;0;2;11;5;16;4;0;4
VERACRUZ;INGENIERÍA EN TECNOLOGÍAS COMPUTACIONALES;50;77;26;103;37;13;50;62;18;80;5;0;5
VERACRUZ;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;0;0;0;0;0;0;0;52;43;95;19;9;28
VERACRUZ;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN;30;7;16;23;7;16;23;71;93;164;0;0;0
VERACRUZ;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES;35;12;11;23;13;9;22;56;34;90;0;0;0
VERACRUZ;INGENIERÍA ENERGÉTICA;20;9;11;20;9;11;20;9;11;20;0;0;0
VERACRUZ;INGENIERÍA FÍSICO INDUSTRIAL;1;1;0;1;1;0;1;2;0;2;0;0;0
VERACRUZ;INGENIERÍA FORESTAL;172;105;65;170;88;56;144;255;213;468;10;3;13
VERACRUZ;INGENIERÍA GEÓGRAFO;167;97;10;107;48;10;58;173;20;193;40;1;41
VERACRUZ;INGENIERÍA INDUSTRIAL;4269;3669;1880;5549;2688;1377;4065;8887;5033;13920;748;559;1307
VERACRUZ;INGENIERÍA INDUSTRIAL PARA LA DIRECCIÓN;30;12;9;21;10;8;18;35;27;62;1;0;1
VERACRUZ;INGENIERÍA INDUSTRIAL Y DE SISTEMAS;30;20;10;30;20;10;30;88;32;120;11;8;19
VERACRUZ;INGENIERÍA INDUSTRIAL Y EN SISTEMAS;30;20;7;27;20;7;27;20;7;27;0;0;0
VERACRUZ;INGENIERÍA INFORMÁTICA;402;230;163;393;221;145;366;459;323;782;0;0;0
VERACRUZ;INGENIERÍA MECÁNICA;892;1377;95;1472;718;51;769;2348;149;2497;185;5;190
VERACRUZ;INGENIERÍA MECÁNICA ELÉCTRICA;0;0;0;0;0;0;0;1594;135;1729;163;19;182
VERACRUZ;INGENIERÍA MECÁNICO ADMINISTRADOR;0;0;0;0;0;0;0;2;0;2;0;0;0
VERACRUZ;INGENIERÍA MECÁNICO ELECTRICISTA;0;0;0;0;0;0;0;4;0;4;0;0;0
VERACRUZ;INGENIERÍA MECÁNICO NAVAL;149;89;7;96;44;6;50;143;7;150;35;3;38
VERACRUZ;INGENIERÍA MECATRÓNICA;314;588;78;666;264;34;298;1031;140;1171;25;13;38
VERACRUZ;INGENIERÍA NAVAL;90;106;15;121;61;8;69;199;33;232;12;9;21
VERACRUZ;INGENIERÍA PETROLERA;784;1073;497;1570;427;195;622;1018;495;1513;6;3;9
VERACRUZ;INGENIERÍA QUÍMICA;1135;798;830;1628;439;432;871;2272;2326;4598;190;221;411
VERACRUZ;INGENIERÍA QUÍMICO ADMINISTRADOR;1;1;0;1;1;0;1;2;0;2;0;0;0
VERACRUZ;INGENIERÍA QUÍMICO AGRÍCOLA;0;0;0;0;0;0;0;13;13;26;0;0;0
VERACRUZ;INGENIERÍA QUÍMICO Y DE SISTEMAS;0;0;0;0;0;0;0;1;0;1;0;0;0
VERACRUZ;INGENIERÍA TOPOGRÁFICA GEODÉSICA;30;26;9;35;23;7;30;91;34;125;5;2;7
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN;1335;565;633;1198;373;465;838;1699;2836;4535;217;395;612
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN (RELACIONES INDUSTRIALES);0;0;0;0;1;4;5;1;4;5;5;6;11
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN DE ADUANAS;150;35;43;78;35;43;78;116;136;252;18;34;52
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;5118;2178;3225;5403;1713;2500;4213;4239;6300;10539;506;872;1378
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;887;315;641;956;180;391;571;524;1337;1861;82;259;341
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN DE HOTELES Y RESTAURANTES;7;1;6;7;1;6;7;1;6;7;0;0;0
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS;125;5;3;8;4;2;6;38;30;68;2;9;11
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES;433;191;311;502;100;156;256;355;534;889;34;57;91
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS Y COMERCIO INTERNACIONAL;30;13;16;29;13;16;29;24;46;70;11;17;28
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN DE SISTEMAS DE INFORMACIÓN;15;0;0;0;0;0;0;10;4;14;0;0;0
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN EN NEGOCIOS INTERNACIONALES;22;8;14;22;8;14;22;8;14;22;0;0;0
VERACRUZ;LICENCIATURA EN ADMINISTRACIÓN FINANCIERA;14;10;4;14;10;4;14;14;22;36;1;2;3
