ENTIDAD FEDERATIVA;NOMBRE PROGRAMA EDUCATIVO;Matrícula Mujeres;Matrícula Hombres;Matrícula Total;Nuevo Ingreso Mujeres;Nuevo Ingreso Hombres;Nuevo Ingreso Total;Egresados Mujeres;Egresados Hombres;Egresados Total;Titulados Mujeres;Titulados Hombres;Titulados Total
TAMAULIPAS;LICENCIATURA EN DESARROLLO E INNOVACIÓN EMPRESARIAL;63;25;88;0;0;0;50;21;71;48;21;69
TAMAULIPAS;LICENCIATURA EN DESARROLLO INFANTIL;16;0;16;16;0;16;15;0;15;15;0;15
TAMAULIPAS;LICENCIATURA EN DIRECCIÓN DE NEGOCIOS TURÍSTICOS;2;0;2;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN DIRECCIÓN EN VENTAS;0;1;1;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN DIRECCIÓN Y ADMINISTRACIÓN DE EMPRESAS;12;9;21;0;0;0;5;6;11;7;10;17
TAMAULIPAS;LICENCIATURA EN DIRECCIÓN Y DESARROLLO DE EMPRESAS;51;40;91;15;16;31;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN DISEÑO DE INTERIORES;0;0;0;0;0;0;0;0;0;14;2;16
TAMAULIPAS;LICENCIATURA EN DISEÑO DE INTERIORES Y PAISAJISMO;12;4;16;12;4;16;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN DISEÑO E INDUSTRIA DEL VESTIDO Y DE LA MODA;39;3;42;16;2;18;8;1;9;8;1;9
TAMAULIPAS;LICENCIATURA EN DISEÑO GRÁFICO;534;342;876;189;129;318;87;47;134;77;48;125
TAMAULIPAS;LICENCIATURA EN DISEÑO GRÁFICO DIGITAL;21;12;33;9;5;14;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN DISEÑO GRÁFICO Y MULTIMEDIA;50;31;81;14;5;19;10;5;15;19;5;24
TAMAULIPAS;LICENCIATURA EN DISEÑO INDUSTRIAL;2;1;3;2;1;3;0;1;1;1;1;2
TAMAULIPAS;LICENCIATURA EN DISEÑO INTEGRAL;35;14;49;12;5;17;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN DISEÑO Y COMUNICACIÓN GRÁFICA;47;14;61;24;11;35;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN DISEÑO Y GESTIÓN DE REDES LOGÍSTICAS  ;168;105;273;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ECONOMÍA;110;85;195;27;25;52;7;16;23;7;7;14
TAMAULIPAS;LICENCIATURA EN ECONOMÍA EMPRESARIAL;0;1;1;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ECONOMÍA Y DESARROLLO SUSTENTABLE;27;63;90;7;18;25;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ECONOMÍA Y FINANZAS;53;80;133;11;37;48;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN;223;50;273;64;11;75;52;13;65;98;31;129
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN ARTÍSTICA;78;52;130;25;12;37;13;10;23;7;5;12
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN FÍSICA;45;188;233;17;64;81;15;30;45;2;12;14
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN INICIAL;113;1;114;47;0;47;36;0;36;17;0;17
TAMAULIPAS;LICENCIATURA EN EDUCACIÓN Y TECNOLOGÍAS PARA EL APRENDIZAJE;48;31;79;33;17;50;2;1;3;1;1;2
TAMAULIPAS;LICENCIATURA EN ENFERMERÍA;5657;1653;7310;1277;382;1659;1767;476;2243;1793;476;2269
TAMAULIPAS;LICENCIATURA EN ENFERMERIA GERIÁTRICA ;10;0;10;10;0;10;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ENFERMERÍA Y OBSTETRICIA;1168;274;1442;534;140;674;282;87;369;266;84;350
TAMAULIPAS;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE DE LA EDUCACIÓN ARTÍSTICA PARA EDUCACIÓN BÁSICA   ;39;21;60;39;21;60;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE DE LA FORMACIÓN ÉTICA Y CIUDADANA EN EDUCACIÓN SECUNDARIA;4;6;10;4;6;10;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE DE LA HISTORIA EN EDUCACIÓN SECUNDARIA;9;4;13;9;4;13;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE DE LAS MATEMÁTICAS EN EDUCACIÓN SECUNDARIA;8;6;14;8;6;14;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE DEL ESPAÑOL EN EDUCACIÓN SECUNDARIA;10;5;15;10;5;15;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE DEL INGLÉS EN EDUCACIÓN SECUNDARIA;13;3;16;13;3;16;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN FARMACIA;0;1;1;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN FILOSOFÍA;2;33;35;2;11;13;1;6;7;2;5;7
TAMAULIPAS;LICENCIATURA EN FINANZAS Y CONTADURÍA PÚBLICA;72;76;148;11;20;31;7;9;16;9;8;17
TAMAULIPAS;LICENCIATURA EN FISIOTERAPIA;179;71;250;67;35;102;46;30;76;42;21;63
TAMAULIPAS;LICENCIATURA EN FISIOTERAPIA Y REHABILITACIÓN;621;302;923;248;115;363;177;96;273;177;95;272
TAMAULIPAS;LICENCIATURA EN GASTRONOMÍA;337;379;716;127;175;302;76;91;167;62;54;116
TAMAULIPAS;LICENCIATURA EN GESTIÓN DE NEGOCIOS Y PROYECTOS   ;63;29;92;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN GESTIÓN DE PROYECTOS;125;33;158;0;0;0;99;37;136;23;9;32
TAMAULIPAS;LICENCIATURA EN GESTIÓN DEL CAPITAL HUMANO;51;3;54;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN GESTIÓN DEPORTIVA;1;4;5;1;2;3;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN GESTIÓN E INNOVACIÓN HOTELERA Y TURÍSTICA;13;5;18;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN GESTIÓN INTERNACIONAL DEL TURISMO;45;8;53;20;6;26;22;1;23;16;0;16
TAMAULIPAS;LICENCIATURA EN GESTIÓN Y DESARROLLO TURÍSTICO;315;106;421;81;26;107;29;9;38;2;1;3
TAMAULIPAS;LICENCIATURA EN HISTORIA;1;0;1;0;0;0;5;5;10;2;2;4
TAMAULIPAS;LICENCIATURA EN HISTORIA Y GESTIÓN DEL PATRIMONIO CULTURAL;22;24;46;12;8;20;5;5;10;2;2;4
TAMAULIPAS;LICENCIATURA EN IDIOMA INGLÉS;232;116;348;65;39;104;32;6;38;26;11;37
TAMAULIPAS;LICENCIATURA EN IDIOMAS;221;66;287;91;29;120;30;10;40;30;9;39
TAMAULIPAS;LICENCIATURA EN IDIOMAS Y RELACIONES PÚBLICAS;53;13;66;8;1;9;8;0;8;3;0;3
TAMAULIPAS;LICENCIATURA EN INFORMÁTICA;7;19;26;4;5;9;8;14;22;23;44;67
TAMAULIPAS;LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA;2;2;4;2;2;4;1;1;2;1;1;2
TAMAULIPAS;LICENCIATURA EN INGENIERÍA ACUÍCOLA;18;36;54;0;0;0;2;5;7;2;0;2
TAMAULIPAS;LICENCIATURA EN INGENIERÍA BIOMÉDICA;26;48;74;4;10;14;7;6;13;1;3;4
TAMAULIPAS;LICENCIATURA EN INGENIERÍA CIVIL;6;17;23;2;7;9;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN INGENIERÍA DEL PETRÓLEO Y ENERGÍAS RENOVABLES;5;16;21;0;0;0;3;14;17;1;11;12
TAMAULIPAS;LICENCIATURA EN INGENIERÍA ELECTROMECÁNICA;18;299;317;4;59;63;4;40;44;1;16;17
TAMAULIPAS;LICENCIATURA EN INGENIERÍA EN COMPUTACIÓN;0;2;2;0;2;2;0;2;2;1;2;3
TAMAULIPAS;LICENCIATURA EN INGENIERÍA EN ENERGÍA Y DESARROLLO SUSTENTABLE;8;20;28;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN INGENIERÍA EN INNOVACIÓN AGRÍCOLA SUSTENTABLE;24;42;66;7;15;22;1;6;7;1;0;1
TAMAULIPAS;LICENCIATURA EN INGENIERÍA EN MECATRÓNICA;3;35;38;2;13;15;0;11;11;0;11;11
TAMAULIPAS;LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES;20;41;61;7;17;24;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN INGENIERÍA EN SISTEMAS Y NEGOCIOS DIGITALES  ;8;17;25;8;17;25;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN;47;149;196;0;0;0;20;62;82;0;0;0
TAMAULIPAS;LICENCIATURA EN INGENIERÍA EN TELECOMUNICACIONES Y ELECTRÓNICA;0;7;7;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN INGENIERÍA INDUSTRIAL;365;567;932;59;95;154;36;59;95;23;27;50
TAMAULIPAS;LICENCIATURA EN INGENIERÍA INDUSTRIAL EN MANTENIMIENTO;2;5;7;2;5;7;1;5;6;5;40;45
TAMAULIPAS;LICENCIATURA EN INGENIERÍA INDUSTRIAL PARA LA DIRECCIÓN;7;10;17;0;0;0;5;10;15;5;9;14
TAMAULIPAS;LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS;97;204;301;48;99;147;29;52;81;29;52;81
TAMAULIPAS;LICENCIATURA EN INGENIERÍA INDUSTRIAL Y LOGÍSTICA   ;6;15;21;6;14;20;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN INGENIERÍA MECATRÓNICA;118;738;856;22;179;201;6;105;111;3;54;57
TAMAULIPAS;LICENCIATURA EN INGENIERÍA PETROLERA;8;32;40;3;8;11;22;48;70;7;22;29
TAMAULIPAS;LICENCIATURA EN INGENIERÍA PETROLERA (ÉNFASIS EN EXPLORACIÓN, PERFORACIÓN Y PRODUCCIÓN - ÉNFASIS EN;11;21;32;1;0;1;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN INGENIERÍA QUÍMICA;86;78;164;18;17;35;20;15;35;17;8;25
TAMAULIPAS;LICENCIATURA EN INGENIERO EN SISTEMAS COMPUTACIONALES   ;1;9;10;0;5;5;0;0;0;1;1;2
TAMAULIPAS;LICENCIATURA EN INGENIERO MECÁNICO Y ELÉCTRICO;1;8;9;1;8;9;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN INNOVACIÓN CULINARIA Y GESTIÓN;14;11;25;10;6;16;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN INNOVACIÓN DE NEGOCIOS Y MERCADOTÉCNIA   ;125;51;176;0;0;0;38;40;78;0;0;0
TAMAULIPAS;LICENCIATURA EN INNOVACIÓN Y CIENCIA DEPORTIVA;1;7;8;0;4;4;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN INTERVENCIÓN EDUCATIVA;189;37;226;81;19;100;0;0;0;17;1;18
TAMAULIPAS;LICENCIATURA EN LENGUA EXTRANJERA EN LA ESPECIALIDAD DE CIENCIAS ADUANALES Y COMERCIO EXTERIOR;5;0;5;0;0;0;2;1;3;2;1;3
TAMAULIPAS;LICENCIATURA EN LENGUAS EXTRANJERAS EN EL ÁREA DE ESTUDIOS DE CIENCIAS ADUANALES Y COMERCIO EXTERIOR;8;3;11;5;3;8;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN LENGUAS EXTRANJERAS EN EL ÁREA DE ESTUDIOS DE CIENCIAS DIPLOMÁTICAS Y RELACIONES INTERNACIONALES;8;2;10;4;1;5;2;1;3;0;0;0
TAMAULIPAS;LICENCIATURA EN LENGUAS EXTRANJERAS EN EL ÁREA DE ESTUDIOS DE HOTELERÍA Y TURISMO;7;1;8;6;1;7;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN LENGUAS EXTRANJERAS EN EL ÁREA DE ESTUDIOS DE TRADUCCIÓN E INTERPRETACIÓN ;16;6;22;10;4;14;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN LENGUAS EXTRANJERAS EN LA ESPECIALIDAD DE CIENCIAS DIPLOMÁTICAS Y RELACIONES INTERNACIONALES;6;3;9;0;0;0;1;0;1;1;0;1
TAMAULIPAS;LICENCIATURA EN LENGUAS EXTRANJERAS EN LA ESPECIALIDAD DE HOTELERÍA Y TURISMO;3;2;5;0;0;0;1;0;1;1;0;1
TAMAULIPAS;LICENCIATURA EN LENGUAS EXTRANJERAS EN LA ESPECIALIDAD DE TRADUCCIÓN E INTERPRETACIÓN;8;3;11;0;0;0;2;0;2;2;0;2
TAMAULIPAS;LICENCIATURA EN LINGÜÍSTICA APLICADA;94;36;130;30;9;39;13;8;21;20;7;27
TAMAULIPAS;LICENCIATURA EN LOGÍSTICA;3;7;10;3;7;10;5;3;8;0;0;0
TAMAULIPAS;LICENCIATURA EN LOGÍSTICA INTERNACIONAL;546;404;950;3;2;5;245;165;410;236;160;396
TAMAULIPAS;LICENCIATURA EN MÉDICO CIRUJANO;360;250;610;93;62;155;34;34;68;42;39;81
TAMAULIPAS;LICENCIATURA EN MÉDICO VETERINARIO ZOOTECNISTA;122;96;218;52;41;93;6;4;10;6;4;10
TAMAULIPAS;LICENCIATURA EN MERCADOTECNIA;21;21;42;15;18;33;12;4;16;5;4;9
TAMAULIPAS;LICENCIATURA EN MERCADOTECNIA DIGITAL;0;0;0;0;0;0;8;3;11;3;2;5
TAMAULIPAS;LICENCIATURA EN MERCADOTECNIA ESTRATÉGICA E INNOVACIÓN;59;24;83;13;5;18;6;6;12;6;3;9
TAMAULIPAS;LICENCIATURA EN MERCADOTECNIA INTERNACIONAL;1;1;2;1;1;2;0;0;0;3;0;3
TAMAULIPAS;LICENCIATURA EN MERCADOTECNIA Y ADMINISTRACIÓN;153;89;242;44;26;70;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN MERCADOTECNIA Y PUBLICIDAD;72;46;118;29;13;42;16;6;22;15;6;21
TAMAULIPAS;LICENCIATURA EN MERCADOTECNIA Y SISTEMAS;5;4;9;5;4;9;2;6;8;7;3;10
TAMAULIPAS;LICENCIATURA EN MÚSICA;31;120;151;5;30;35;7;21;28;2;3;5
TAMAULIPAS;LICENCIATURA EN MÚSICA CON ACENTUACIÓN EN CANTO;4;0;4;2;0;2;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN MUSICA CON ACENTUACION EN CLARINETE;0;2;2;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN MÚSICA CON ACENTUACIÓN EN CORNO FRANCÉS;1;0;1;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN MÚSICA CON ACENTUACIÓN EN GUITARRA;0;2;2;0;1;1;1;1;2;0;0;0
TAMAULIPAS;LICENCIATURA EN MÚSICA CON ACENTUACIÓN EN PIANO;2;6;8;1;4;5;0;0;0;0;2;2
TAMAULIPAS;LICENCIATURA EN MÚSICA CON ACENTUACIÓN EN SAXOFÓN;0;2;2;0;1;1;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN MÚSICA CON ACENTUACIÓN EN TROMBÓN;1;1;2;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN MÚSICA CON ACENTUACIÓN EN TROMPETA;0;2;2;0;1;1;0;1;1;0;0;0
TAMAULIPAS;LICENCIATURA EN MÚSICA CON ACENTUACIÓN EN VIOLA;1;1;2;1;0;1;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN MÚSICA CON ACENTUACIÓN EN VIOLÍN;5;3;8;2;0;2;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN MÚSICA CON ACENTUACIÓN EN VIOLONCELLO;2;0;2;1;0;1;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN NEGOCIOS GASTRONÓMICOS;0;2;2;0;0;0;10;0;10;5;0;5
TAMAULIPAS;LICENCIATURA EN NEGOCIOS INTERNACIONALES;1573;989;2562;487;326;813;94;82;176;135;93;228
TAMAULIPAS;LICENCIATURA EN NEGOCIOS Y LOGÍSTICA INTERNACIONAL;29;22;51;8;10;18;3;2;5;3;2;5
TAMAULIPAS;LICENCIATURA EN NUTRICIÓN;750;381;1131;296;146;442;208;89;297;174;73;247
TAMAULIPAS;LICENCIATURA EN NUTRICIÓN Y CIENCIAS DE LOS ALIMENTOS;226;69;295;65;28;93;6;2;8;32;3;35
TAMAULIPAS;LICENCIATURA EN NUTRICIÓN Y SALUD INTEGRAL;160;77;237;52;27;79;33;13;46;0;0;0
TAMAULIPAS;LICENCIATURA EN OPTOMETRÍA;19;26;45;0;0;0;29;23;52;3;1;4
TAMAULIPAS;LICENCIATURA EN PEDAGOGÍA;594;117;711;248;62;310;280;42;322;290;38;328
TAMAULIPAS;LICENCIATURA EN PEDAGOGÍA ESPECIALIDAD EN CIENCIAS SOCIALES;12;6;18;4;2;6;3;1;4;2;0;2
TAMAULIPAS;LICENCIATURA EN PEDAGOGÍA ESPECIALIDAD EN ESPAÑOL;44;8;52;18;3;21;18;4;22;1;0;1
TAMAULIPAS;LICENCIATURA EN PEDAGOGÍA ESPECIALIDAD EN INGLÉS;29;11;40;9;2;11;3;1;4;0;0;0
TAMAULIPAS;LICENCIATURA EN PERIODISMO;3;2;5;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN PSICOLOGÍA;2735;967;3702;1007;356;1363;497;113;610;500;116;616
TAMAULIPAS;LICENCIATURA EN PSICOLOGÍA EDUCATIVA;485;139;624;200;66;266;19;3;22;0;0;0
TAMAULIPAS;LICENCIATURA EN PSICOLOGÍA EMPRESARIAL;3;1;4;0;0;0;3;0;3;0;0;0
TAMAULIPAS;LICENCIATURA EN PSICOLOGÍA INDUSTRIAL;28;10;38;7;2;9;3;0;3;0;0;0
TAMAULIPAS;LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL;558;219;777;164;54;218;145;47;192;41;8;49
TAMAULIPAS;LICENCIATURA EN PSICOPEDAGOGÍA;363;48;411;155;23;178;54;6;60;40;3;43
TAMAULIPAS;LICENCIATURA EN PUBLICIDAD Y RELACIONES PÚBLICAS;42;31;73;13;10;23;5;6;11;3;1;4
TAMAULIPAS;LICENCIATURA EN PUERICULTURA;13;0;13;3;0;3;5;0;5;2;0;2
TAMAULIPAS;LICENCIATURA EN QUÍMICA CLÍNICA;91;50;141;28;24;52;9;15;24;7;6;13
TAMAULIPAS;LICENCIATURA EN QUÍMICO CLÍNICO;129;83;212;0;0;0;26;12;38;11;4;15
TAMAULIPAS;LICENCIATURA EN QUÍMICO FARMACÉUTICO BIOTECNÓLOGO  ;13;9;22;13;9;22;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN RADIOLOGÍA E IMAGENOLOGÍA;250;251;501;95;101;196;44;68;112;41;62;103
TAMAULIPAS;LICENCIATURA EN RELACIONES INDUSTRIALES;0;0;0;0;0;0;0;0;0;1;0;1
TAMAULIPAS;LICENCIATURA EN SEGURIDAD PÚBLICA;55;68;123;24;30;54;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN SEGURIDAD, SALUD Y MEDIO AMBIENTE;111;107;218;29;24;53;3;2;5;17;11;28
TAMAULIPAS;LICENCIATURA EN SISTEMAS ADMINISTRATIVOS Y CONTABLES;5;8;13;5;8;13;4;3;7;1;5;6
TAMAULIPAS;LICENCIATURA EN SISTEMAS COMPUTACIONALES ADMINISTRATIVOS;0;0;0;0;0;0;0;0;0;1;2;3
TAMAULIPAS;LICENCIATURA EN SISTEMAS COMPUTACIONALES ADMINISTRATIVOS Y CONTABLES;1;1;2;0;0;0;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN SOCIOLOGÍA;31;25;56;12;11;23;1;3;4;2;2;4
TAMAULIPAS;LICENCIATURA EN TECNOLOGÍA EDUCATIVA;83;32;115;32;9;41;19;5;24;8;0;8
TAMAULIPAS;LICENCIATURA EN TECNOLOGÍAS DE INFORMACIÓN;49;52;101;22;16;38;0;0;0;0;0;0
TAMAULIPAS;LICENCIATURA EN TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIÓN APLICADAS A LA EDUCACIÓN;20;4;24;20;4;24;8;1;9;0;0;0
TAMAULIPAS;LICENCIATURA EN TECNOLOGÍAS DE LA INFORMACIÓN;102;358;460;15;113;128;3;18;21;2;8;10
TAMAULIPAS;LICENCIATURA EN TERAPIA FÍSICA;208;80;288;62;28;90;31;16;47;53;18;71
TAMAULIPAS;LICENCIATURA EN TRABAJO SOCIAL;824;249;1073;137;50;187;224;48;272;181;28;209
TAMAULIPAS;LICENCIATURA EN TURISMO;112;47;159;44;16;60;38;14;52;49;17;66
TAMAULIPAS;MAQUINISTA NAVAL;3;100;103;1;21;22;2;38;40;2;26;28
TAMAULIPAS;MÉDICO CIRUJANO;2738;1956;4694;629;429;1058;334;247;581;253;230;483
TAMAULIPAS;MÉDICO CIRUJANO DENTISTA;460;335;795;105;92;197;15;12;27;86;52;138
TAMAULIPAS;MÉDICO CIRUJANO PARTERO;1;1;2;0;0;0;6;7;13;17;16;33
TAMAULIPAS;MÉDICO CIRUJANO Y PARTERO;662;439;1101;137;74;211;60;71;131;21;18;39
TAMAULIPAS;MÉDICO VETERINARIO ZOOTECNISTA;408;429;837;132;116;248;26;61;87;35;56;91
TAMAULIPAS;PILOTO NAVAL;53;179;232;17;55;72;20;54;74;5;32;37
TAMAULIPAS;QUÍMICO FARMACÉUTICO BIÓLOGO;570;301;871;138;88;226;86;28;114;88;30;118
TAMAULIPAS;QUÍMICO FARMACOBIÓLOGO;42;33;75;10;11;21;8;2;10;8;2;10
TAMAULIPAS;QUÍMICO INDUSTRIAL;0;0;0;0;0;0;0;0;0;3;2;5
TAMAULIPAS;TRONCO COMÚN EN CIENCIAS DE LA EDUCACIÓN;831;164;995;442;96;538;0;0;0;0;0;0
TAMAULIPAS;TRONCO COMÚN EN CIENCIAS DE LA INGENIERÍA;386;161;547;234;88;322;0;0;0;0;0;0
TAMAULIPAS;TRONCO COMÚN EN CONTADOR PÚBLICO Y LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;30;24;54;30;24;54;0;0;0;0;0;0
TAMAULIPAS;TRONCO COMÚN EN EL ÁREA ADMINISTRATIVA Y CONTABLE;424;284;708;224;177;401;0;0;0;0;0;0
TLAXCALA;TOTAL;19138;16410;35548;5223;4467;9690;3440;2477;5917;2572;1855;4427
TLAXCALA;LICENCIATURA EN EDUCACIÓN PREESCOLAR;246;2;248;73;0;73;43;0;43;0;0;0
TLAXCALA;LICENCIATURA EN EDUCACIÓN PRIMARIA;475;122;597;158;44;202;87;15;102;71;10;81
TLAXCALA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL;6;6;12;0;0;0;0;0;0;0;0;0
TLAXCALA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS;5;7;12;0;0;0;0;0;0;0;0;0
TLAXCALA;CONTADURÍA PÚBLICA;1;1;2;1;1;2;3;0;3;0;1;1
TLAXCALA;INGENIERÍA ELECTROMECÁNICA;64;435;499;9;101;110;10;40;50;6;35;41
TLAXCALA;INGENIERÍA ELECTRÓNICA;22;113;135;5;32;37;2;10;12;0;2;2
TLAXCALA;INGENIERÍA EN ADMINISTRACIÓN;304;172;476;82;43;125;34;14;48;16;5;21
TLAXCALA;INGENIERÍA EN AGRONOMÍA;175;450;625;51;126;177;20;40;60;24;26;50
TLAXCALA;INGENIERÍA EN AGROTECNOLOGÍA;77;104;181;25;35;60;17;19;36;14;17;31
TLAXCALA;INGENIERÍA EN BIOTECNOLOGÍA;359;192;551;147;77;224;32;17;49;30;19;49
TLAXCALA;INGENIERÍA EN DISEÑO TEXTIL Y MODA;56;12;68;0;0;0;32;3;35;19;1;20
TLAXCALA;INGENIERÍA EN ELECTROMECÁNICA;0;0;0;0;0;0;0;0;0;1;28;29
TLAXCALA;INGENIERÍA EN GESTIÓN EMPRESARIAL;598;372;970;176;112;288;45;20;65;58;21;79
TLAXCALA;INGENIERÍA EN INDUSTRIAS ALIMENTARIAS;115;55;170;28;15;43;20;5;25;6;4;10
TLAXCALA;INGENIERÍA EN LOGÍSTICA;146;94;240;42;26;68;18;9;27;22;10;32
TLAXCALA;INGENIERÍA EN LOGÍSTICA Y TRANSPORTE;179;195;374;57;81;138;30;32;62;19;16;35
TLAXCALA;INGENIERÍA EN MANTENIMIENTO INDUSTRIAL;20;106;126;0;0;0;3;38;41;3;27;30
TLAXCALA;INGENIERÍA EN MATERIALES;13;32;45;5;8;13;1;1;2;4;6;10
TLAXCALA;INGENIERÍA EN MECATRÓNICA;160;918;1078;51;328;379;20;134;154;21;132;153
TLAXCALA;INGENIERÍA EN NEGOCIOS Y GESTIÓN EMPRESARIAL;120;67;187;0;0;0;115;61;176;76;38;114
TLAXCALA;INGENIERÍA EN PROCESOS Y OPERACIONES INDUSTRIALES;73;222;295;0;0;0;33;105;138;10;43;53
TLAXCALA;INGENIERÍA EN SISTEMAS AUTOMOTRICES;64;637;701;28;188;216;0;14;14;0;0;0
TLAXCALA;INGENIERÍA EN SISTEMAS COMPUTACIONALES;15;51;66;9;23;32;0;3;3;0;4;4
TLAXCALA;INGENIERÍA EN SISTEMAS ESTRATÉGICOS DE LA INFORMACIÓN;11;38;49;0;0;0;2;9;11;1;6;7
TLAXCALA;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;29;44;73;0;0;0;9;17;26;8;17;25
TLAXCALA;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN;186;363;549;58;104;162;27;40;67;29;50;79
TLAXCALA;INGENIERÍA EN TECNOTRÓNICA;18;127;145;0;0;0;12;54;66;6;11;17
TLAXCALA;INGENIERÍA FINANCIERA;480;310;790;140;97;237;83;37;120;73;27;100
TLAXCALA;INGENIERÍA INDUSTRIAL;766;1405;2171;203;386;589;84;146;230;81;132;213
TLAXCALA;INGENIERÍA MECATRÓNICA;57;511;568;14;119;133;7;23;30;0;0;0
TLAXCALA;INGENIERÍA QUÍMICA;509;382;891;172;134;306;59;45;104;58;49;107
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN;473;334;807;127;105;232;117;68;185;84;53;137
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;9;10;19;2;4;6;4;4;8;3;6;9
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;53;22;75;18;4;22;14;5;19;2;3;5
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN DE INSTITUCIONES;0;0;0;0;0;0;0;0;0;0;1;1
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN DE PEQUEÑAS Y MEDIANAS EMPRESAS;0;0;0;0;0;0;1;0;1;1;0;1
TLAXCALA;LICENCIATURA EN ADMINISTRACIÓN FINANCIERA Y CONTABLE;13;21;34;6;7;13;0;1;1;0;0;0
