ENTIDAD FEDERATIVA;NOMBRE PROGRAMA EDUCATIVO;Matrícula Mujeres;Matrícula Hombres;Matrícula Total;Nuevo Ingreso Mujeres;Nuevo Ingreso Hombres;Nuevo Ingreso Total;Egresados Mujeres;Egresados Hombres;Egresados Total;Titulados Mujeres;Titulados Hombres;Titulados Total
AGUASCALIENTES;LICENCIATURA EN INGENIERÍA INDUSTRIAL Y LOGÍSTICA   ;3;2;5;3;2;5;0;0;0;0;0;0
AGUASCALIENTES;LICENCIATURA EN INGENIERÍA MECÁNICA;66;785;851;16;152;168;12;140;152;1;36;37
AGUASCALIENTES;LICENCIATURA EN INGENIERÍA MECATRÓNICA CON ENFOQUE AUTOMOTRIZ;6;27;33;2;5;7;0;0;0;0;0;0
AGUASCALIENTES;LICENCIATURA EN INGENIERÍA PARA EL DISEÑO Y DESARROLLO DE SOFTWARE ;0;18;18;0;9;9;0;0;0;0;0;0
AGUASCALIENTES;LICENCIATURA EN INGENIERÍA QUÍMICA;349;245;594;75;48;123;35;22;57;25;18;43
AGUASCALIENTES;LICENCIATURA EN INGENIERO ARQUITECTO;37;58;95;23;22;45;11;25;36;11;25;36
AGUASCALIENTES;LICENCIATURA EN INGLÉS;60;19;79;30;8;38;0;0;0;0;0;0
AGUASCALIENTES;LICENCIATURA EN INNOVACIÓN CULINARIA Y GESTIÓN;16;8;24;16;8;24;0;0;0;0;0;0
AGUASCALIENTES;LICENCIATURA EN INNOVACIÓN DE NEGOCIOS Y MERCADOTECNIA  ;12;3;15;12;3;15;0;0;0;0;0;0
AGUASCALIENTES;LICENCIATURA EN INNOVACIÓN DE NEGOCIOS Y MERCADOTECNIA   ;55;37;92;0;0;0;0;0;0;0;0;0
AGUASCALIENTES;LICENCIATURA EN INNOVACIÓN Y DIRECCIÓN DE NEGOCIOS;13;15;28;0;0;0;3;7;10;3;7;10
AGUASCALIENTES;LICENCIATURA EN INTERVENCIÓN EDUCATIVA;24;3;27;10;2;12;0;0;0;13;2;15
AGUASCALIENTES;LICENCIATURA EN KINESIOLOGÍA;107;76;183;32;26;58;11;10;21;6;4;10
AGUASCALIENTES;LICENCIATURA EN LETRAS HISPÁNICAS;114;39;153;26;14;40;24;5;29;26;7;33
AGUASCALIENTES;LICENCIATURA EN LOGÍSTICA EMPRESARIAL;229;166;395;48;31;79;34;26;60;27;16;43
AGUASCALIENTES;LICENCIATURA EN MATEMÁTICAS APLICADAS;38;44;82;16;18;34;4;5;9;4;6;10
AGUASCALIENTES;LICENCIATURA EN MERCADOTECNIA;317;250;567;67;59;126;69;49;118;52;27;79
AGUASCALIENTES;LICENCIATURA EN MERCADOTECNIA DIGITAL;17;25;42;4;11;15;0;0;0;0;0;0
AGUASCALIENTES;LICENCIATURA EN MERCADOTECNIA Y COMUNICACIÓN;3;0;3;0;0;0;4;1;5;4;1;5
AGUASCALIENTES;LICENCIATURA EN MERCADOTECNIA Y DISEÑO GRÁFICO;83;63;146;45;39;84;6;8;14;0;0;0
AGUASCALIENTES;LICENCIATURA EN MERCADOTECNIA Y MEDIOS DE COMUNICACIÓN;60;59;119;24;29;53;19;7;26;0;0;0
AGUASCALIENTES;LICENCIATURA EN MERCADOTECNIA Y NEGOCIOS INTERNACIONALES;123;119;242;67;74;141;21;11;32;0;0;0
AGUASCALIENTES;LICENCIATURA EN MERCADOTECNIA Y RELACIONES PÚBLICAS;40;28;68;31;14;45;10;3;13;0;0;0
AGUASCALIENTES;LICENCIATURA EN MÚSICA;40;56;96;8;16;24;4;8;12;4;6;10
AGUASCALIENTES;LICENCIATURA EN NEGOCIOS GASTRONÓMICOS Y EMPRESAS TURÍSTICAS;19;14;33;10;7;17;9;0;9;3;0;3
AGUASCALIENTES;LICENCIATURA EN NEGOCIOS Y ADMINISTRACIÓN;327;152;479;114;56;170;64;29;93;34;10;44
AGUASCALIENTES;LICENCIATURA EN NUTRICIÓN;420;181;601;121;68;189;77;30;107;72;16;88
AGUASCALIENTES;LICENCIATURA EN ODONTOLOGÍA;126;56;182;29;21;50;2;4;6;1;4;5
AGUASCALIENTES;LICENCIATURA EN OPTOMETRÍA;98;47;145;24;15;39;14;8;22;19;9;28
AGUASCALIENTES;LICENCIATURA EN PEDAGOGÍA;884;116;1000;355;51;406;93;13;106;23;2;25
AGUASCALIENTES;LICENCIATURA EN PEDAGOGÍA INFANTIL;5;0;5;0;0;0;35;1;36;37;2;39
AGUASCALIENTES;LICENCIATURA EN PROTECCIÓN CIVIL;11;80;91;3;20;23;2;36;38;0;49;49
AGUASCALIENTES;LICENCIATURA EN PROTECCIÓN CIVIL Y EMERGENCIA;41;28;69;0;0;0;19;13;32;0;0;0
AGUASCALIENTES;LICENCIATURA EN PSICOLOGÍA;1051;373;1424;347;136;483;150;29;179;80;16;96
AGUASCALIENTES;LICENCIATURA EN PSICOLOGÍA CLÍNICA;18;4;22;4;1;5;16;4;20;0;0;0
AGUASCALIENTES;LICENCIATURA EN PSICOLOGÍA EDUCATIVA;4;1;5;4;1;5;4;1;5;0;0;0
AGUASCALIENTES;LICENCIATURA EN PSICOLOGÍA HUMANISTA;17;4;21;17;4;21;5;0;5;5;0;5
AGUASCALIENTES;LICENCIATURA EN PSICOLOGÍA HUMANÍSTICA;10;3;13;0;0;0;9;2;11;1;1;2
AGUASCALIENTES;LICENCIATURA EN PSICOLOGÍA INDUSTRIAL;28;11;39;0;0;0;9;1;10;2;2;4
AGUASCALIENTES;LICENCIATURA EN PSICOLOGÍA ORGANIZACIONAL;30;8;38;14;5;19;4;0;4;0;0;0
AGUASCALIENTES;LICENCIATURA EN PSICOLOGÍA SOCIAL;11;4;15;4;1;5;0;0;0;0;0;0
AGUASCALIENTES;LICENCIATURA EN PSICOPEDAGOGÍA;39;1;40;12;0;12;28;1;29;2;0;2
AGUASCALIENTES;LICENCIATURA EN PUBLICIDAD;0;0;0;0;0;0;1;0;1;3;0;3
AGUASCALIENTES;LICENCIATURA EN PUBLICIDAD Y MERCADOTECNIA;1;0;1;0;0;0;0;0;0;0;0;0
AGUASCALIENTES;LICENCIATURA EN RELACIONES INDUSTRIALES;286;79;365;32;10;42;61;18;79;57;16;73
AGUASCALIENTES;LICENCIATURA EN RELACIONES INTERNACIONALES;2;0;2;0;0;0;0;0;0;0;0;0
AGUASCALIENTES;LICENCIATURA EN SALUD PÚBLICA;0;0;0;0;0;0;0;0;0;1;1;2
AGUASCALIENTES;LICENCIATURA EN SERVICIOS DE GASTRONOMÍA;0;0;0;0;0;0;3;4;7;0;2;2
AGUASCALIENTES;LICENCIATURA EN SOCIOLOGÍA;50;21;71;14;5;19;3;1;4;5;1;6
AGUASCALIENTES;LICENCIATURA EN TEATRO;26;25;51;12;7;19;14;8;22;6;6;12
AGUASCALIENTES;LICENCIATURA EN TECNOLOGÍAS DE INFORMACIÓN;0;0;0;0;0;0;1;0;1;1;3;4
AGUASCALIENTES;LICENCIATURA EN TERAPIA FÍSICA;132;38;170;0;0;0;28;7;35;26;11;37
AGUASCALIENTES;LICENCIATURA EN TERAPIA FÍSICA Y REHABILITACIÓN;194;89;283;0;0;0;74;27;101;70;16;86
AGUASCALIENTES;LICENCIATURA EN TRABAJO SOCIAL;198;18;216;38;5;43;42;8;50;28;1;29
AGUASCALIENTES;LICENCIATURA EN URBANISMO;36;99;135;12;28;40;7;20;27;10;22;32
AGUASCALIENTES;LICENCIATURA EN VETERINARIA Y ZOOTECNIA;73;111;184;27;40;67;0;1;1;0;0;0
AGUASCALIENTES;LICENCIATURA INTERNACIONAL EN ADMINISTRACIÓN DE EMPRESAS DE LA HOSPITALIDAD;20;6;26;0;0;0;7;2;9;3;2;5
AGUASCALIENTES;LICENCIATURA INTERNACIONAL EN ADMINISTRACIÓN DE EMPRESAS GASTRONÓMICAS;10;8;18;0;0;0;7;7;14;2;3;5
AGUASCALIENTES;MÉDICO CIRUJANO;460;308;768;61;35;96;83;71;154;65;67;132
AGUASCALIENTES;MÉDICO CIRUJANO INTEGRAL;336;252;588;134;101;235;10;6;16;22;11;33
AGUASCALIENTES;MÉDICO ESTOMATÓLOGO;481;211;692;24;15;39;56;25;81;60;20;80
AGUASCALIENTES;MÉDICO VETERINARIO ZOOTECNISTA;255;163;418;34;15;49;53;35;88;50;28;78
AGUASCALIENTES;NIVELACIÓN A LICENCIATURA EN ENFERMERÍA;151;32;183;27;5;32;149;25;174;4;0;4
AGUASCALIENTES;QUÍMICO FARMACÉUTICO BIÓLOGO;247;135;382;33;17;50;42;12;54;33;9;42
AGUASCALIENTES;TRONCO COMÚN EN INGENIERÍA;25;41;66;20;37;57;0;0;0;0;0;0
AGUASCALIENTES;TRONCO COMÚN EN LICENCIATURA;75;42;117;41;31;72;0;0;0;0;0;0
BAJA CALIFORNIA;TOTAL;72178;67018;139196;18377;15909;34286;12263;9597;21860;8725;7050;15775
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN ARTÍSTICA;38;23;61;28;20;48;0;0;0;2;0;2
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN AUDITIVA Y DE LENGUAJE;84;7;91;0;0;0;35;3;38;35;2;37
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN INTELECTUAL;13;0;13;0;0;0;12;4;16;11;4;15
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN ESPECIAL EN EL ÁREA DE ATENCIÓN MOTRIZ;0;0;0;0;0;0;14;1;15;14;1;15
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN FÍSICA;47;79;126;15;42;57;12;16;28;11;15;26
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN PREESCOLAR;577;3;580;195;1;196;104;2;106;95;1;96
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN PREESCOLAR INDÍGENA CON ENFOQUE INTERCULTURAL BILINGÜE;38;2;40;28;2;30;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN PRIMARIA;738;183;921;327;110;437;154;25;179;164;28;192
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN ESPAÑOL;50;5;55;0;0;0;31;3;34;30;2;32
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN HISTORIA;0;0;0;0;0;0;2;0;2;2;0;2
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN MATEMÁTICAS;37;16;53;0;0;0;15;12;27;13;12;25
BAJA CALIFORNIA;LICENCIATURA EN EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN TELESECUNDARIA;16;1;17;0;0;0;6;2;8;6;2;8
BAJA CALIFORNIA;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE DE LAS MATEMÁTICAS EN EDUCACIÓN SECUNDARIA;50;33;83;29;20;49;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE DEL ESPAÑOL EN EDUCACIÓN SECUNDARIA;80;16;96;47;9;56;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE DEL INGLÉS EN EDUCACIÓN SECUNDARIA;51;25;76;36;20;56;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ENSEÑANZA Y APRENDIZAJE EN TELESECUNDARIA;31;16;47;20;14;34;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN INCLUSIÓN EDUCATIVA;160;26;186;103;24;127;0;0;0;0;0;0
BAJA CALIFORNIA;ARQUITECTO;1058;1030;2088;228;183;411;148;144;292;168;128;296
BAJA CALIFORNIA;ARQUITECTURA;458;429;887;74;72;146;39;33;72;31;20;51
BAJA CALIFORNIA;BIOINGENIERÍA;432;584;1016;49;125;174;81;77;158;51;63;114
BAJA CALIFORNIA;BIÓLOGO;185;143;328;16;24;40;24;14;38;22;18;40
BAJA CALIFORNIA;CIRUJANO DENTISTA;1869;854;2723;204;105;309;318;145;463;270;119;389
BAJA CALIFORNIA;CONTADOR PÚBLICO;352;212;564;75;44;119;52;20;72;15;8;23
BAJA CALIFORNIA;FÍSICO;53;106;159;11;9;20;3;6;9;1;12;13
BAJA CALIFORNIA;INGENIERÍA AGRÓNOMO;196;564;760;45;115;160;34;94;128;29;113;142
BAJA CALIFORNIA;INGENIERÍA AGRÓNOMO ZOOTECNISTA;45;72;117;5;11;16;4;6;10;4;19;23
BAJA CALIFORNIA;INGENIERÍA AMBIENTAL;129;77;206;24;13;37;14;4;18;2;2;4
BAJA CALIFORNIA;INGENIERÍA BIOMÉDICA;250;264;514;32;58;90;25;16;41;11;6;17
BAJA CALIFORNIA;INGENIERÍA BIOQUÍMICA;0;0;0;0;0;0;0;0;0;2;2;4
BAJA CALIFORNIA;INGENIERÍA CIVIL;397;1238;1635;69;210;279;33;136;169;27;152;179
BAJA CALIFORNIA;INGENIERÍA DE SOFTWARE;0;0;0;0;0;0;0;1;1;0;1;1
BAJA CALIFORNIA;INGENIERÍA ELÉCTRICA;26;239;265;2;33;35;3;28;31;0;13;13
BAJA CALIFORNIA;INGENIERÍA ELÉCTRICO;42;185;227;11;24;35;8;28;36;5;27;32
BAJA CALIFORNIA;INGENIERÍA ELECTROMECÁNICA;17;433;450;5;124;129;0;25;25;9;74;83
BAJA CALIFORNIA;INGENIERÍA ELECTRÓNICA;65;407;472;12;74;86;12;52;64;6;53;59
BAJA CALIFORNIA;INGENIERÍA EN ADMINISTRACIÓN;46;44;90;12;12;24;12;13;25;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN ADMINISTRACIÓN Y GESTIÓN DE CALIDAD    ;5;2;7;5;2;7;0;0;0;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN AERONÁUTICA;47;214;261;9;37;46;1;11;12;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN ANIMACIÓN Y EFECTOS VISUALES;95;107;202;17;19;36;11;8;19;1;1;2
BAJA CALIFORNIA;INGENIERÍA EN CIBERNÉTICA ELECTRÓNICA;27;85;112;7;27;34;7;29;36;7;29;36
BAJA CALIFORNIA;INGENIERÍA EN CIENCIAS COMPUTACIONALES;20;140;160;4;41;45;1;28;29;1;27;28
BAJA CALIFORNIA;INGENIERÍA EN CIENCIAS COMPUTACIONALES Y TELECOMUNICACIONES;0;0;0;0;0;0;0;0;0;0;3;3
BAJA CALIFORNIA;INGENIERÍA EN COMPUTACIÓN;199;801;1000;44;134;178;16;64;80;14;76;90
BAJA CALIFORNIA;INGENIERÍA EN DESARROLLO DE NEGOCIOS E INNOVACIÓN EMPRESARIAL;66;39;105;0;0;0;58;39;97;57;36;93
BAJA CALIFORNIA;INGENIERÍA EN DESARROLLO DE SOFTWARE;4;61;65;3;19;22;0;8;8;1;8;9
BAJA CALIFORNIA;INGENIERÍA EN DISEÑO GRÁFICO DIGITAL;131;96;227;33;25;58;24;16;40;23;14;37
BAJA CALIFORNIA;INGENIERÍA EN DISEÑO INDUSTRIAL;198;121;319;42;28;70;0;4;4;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN ELÉCTRICA;0;0;0;0;0;0;0;0;0;0;3;3
BAJA CALIFORNIA;INGENIERÍA EN ELECTROMECÁNICA;0;0;0;0;0;0;0;1;1;0;11;11
BAJA CALIFORNIA;INGENIERÍA EN ELECTROMECÁNICA INDUSTRIAL;17;212;229;0;0;0;7;64;71;7;63;70
BAJA CALIFORNIA;INGENIERÍA EN ELECTRÓNICA;105;463;568;30;75;105;11;57;68;13;60;73
BAJA CALIFORNIA;INGENIERÍA EN ENERGÍA;22;117;139;8;29;37;4;24;28;4;24;28
BAJA CALIFORNIA;INGENIERÍA EN ENERGÍAS RENOVABLES;230;497;727;31;75;106;34;66;100;34;61;95
BAJA CALIFORNIA;INGENIERÍA EN FINANCIERA Y FISCAL;67;40;107;0;0;0;34;17;51;32;17;49
BAJA CALIFORNIA;INGENIERÍA EN GESTIÓN EMPRESARIAL;771;506;1277;135;111;246;77;29;106;65;25;90
BAJA CALIFORNIA;INGENIERÍA EN INFORMÁTICA;57;195;252;8;35;43;2;5;7;0;3;3
BAJA CALIFORNIA;INGENIERÍA EN LOGÍSTICA;486;448;934;71;72;143;38;25;63;10;17;27
BAJA CALIFORNIA;INGENIERÍA EN LOGÍSTICA COMERCIAL GLOBAL;162;95;257;0;0;0;71;52;123;69;50;119
BAJA CALIFORNIA;INGENIERÍA EN MATERIALES;29;43;72;12;15;27;0;0;0;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN MECATRÓNICA;263;1578;1841;65;213;278;31;236;267;30;192;222
BAJA CALIFORNIA;INGENIERÍA EN MULTIMEDIA;31;86;117;9;32;41;0;0;0;0;0;0
BAJA CALIFORNIA;INGENIERÍA EN NANOTECNOLOGÍA;123;279;402;29;63;92;22;17;39;10;10;20
BAJA CALIFORNIA;INGENIERÍA EN PROCESOS BIOALIMENTARIOS;12;12;24;0;0;0;7;4;11;6;2;8
BAJA CALIFORNIA;INGENIERÍA EN PROCESOS Y OPERACIONES INDUSTRIALES;84;142;226;0;0;0;30;54;84;29;53;82
BAJA CALIFORNIA;INGENIERÍA EN SISTEMAS COMPUTACIONALES;98;517;615;22;136;158;15;31;46;12;41;53
BAJA CALIFORNIA;INGENIERÍA EN TECNOLOGÍA AMBIENTAL;35;28;63;0;0;0;17;10;27;15;9;24
BAJA CALIFORNIA;INGENIERÍA EN TECNOLOGÍA DE INFORMACIÓN Y COMUNICACIÓN;26;125;151;0;0;0;11;69;80;11;67;78
BAJA CALIFORNIA;INGENIERÍA EN TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIÓN;25;96;121;4;18;22;3;20;23;4;8;12
BAJA CALIFORNIA;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;28;130;158;10;27;37;3;21;24;3;21;24
BAJA CALIFORNIA;INGENIERÍA EN TECNOLOGÍAS DE MANUFACTURA;175;444;619;24;54;78;52;98;150;52;98;150
BAJA CALIFORNIA;INGENIERÍA INDUSTRIAL;2001;4189;6190;352;902;1254;230;380;610;183;298;481
BAJA CALIFORNIA;INGENIERÍA INDUSTRIAL Y DE SISTEMAS;0;0;0;0;0;0;0;4;4;0;4;4
BAJA CALIFORNIA;INGENIERÍA MECÁNICA;46;493;539;8;76;84;3;70;73;3;49;52
BAJA CALIFORNIA;INGENIERÍA MECÁNICA Y ELÉCTRICA;4;8;12;0;0;0;0;7;7;0;4;4
BAJA CALIFORNIA;INGENIERÍA MECÁNICO;146;579;725;37;84;121;14;88;102;6;71;77
BAJA CALIFORNIA;INGENIERÍA MECATRÓNICA;100;799;899;29;174;203;8;93;101;14;66;80
BAJA CALIFORNIA;INGENIERÍA QUÍMICA;167;136;303;22;17;39;14;17;31;13;13;26
BAJA CALIFORNIA;INGENIERÍA QUÍMICO;149;264;413;24;57;81;15;15;30;8;12;20
BAJA CALIFORNIA;INGENIERÍA TOPÓGRAFO GEODESTA;0;0;0;0;0;0;0;0;0;0;3;3
BAJA CALIFORNIA;LICENCIADO EN ENOLOGÍA ;28;31;59;23;25;48;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA ADMINISTRACIÓN Y LOGÍSTICA;185;173;358;69;77;146;32;26;58;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ACTIVIDAD FÍSICA Y DEPORTE;492;1426;1918;74;222;296;85;234;319;79;151;230
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN;600;411;1011;140;116;256;83;43;126;41;19;60
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;4274;3318;7592;1093;856;1949;798;496;1294;584;408;992
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;54;28;82;22;11;33;14;4;18;7;3;10
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS Y LOGÍSTICA             ;108;69;177;59;39;98;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS Y NEGOCIOS INTERNACIONALES;67;56;123;33;37;70;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE MERCADOTECNIA;174;86;260;34;23;57;30;16;46;25;13;38
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE MERCADOTECNIA CON OPCIÓN EN PUBLICIDAD;0;0;0;0;0;0;1;1;2;1;1;2
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS;2;1;3;0;0;0;10;14;24;10;14;24
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS CON CONCENTRACIÓN EN FINANZAS;5;7;12;0;0;0;4;1;5;4;1;5
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS CON CONCENTRACIÓN EN LOGÍSTICA Y PROCESOS;1;6;7;0;0;0;1;8;9;1;8;9
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS CON CONCENTRACIÓN EN MERCADOTECNIA;0;3;3;0;0;0;2;3;5;2;3;5
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS CON CONCENTRACIÓN EN RECURSOS HUMANOS;8;2;10;0;0;0;7;3;10;7;3;10
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES;76;95;171;25;23;48;3;5;8;8;2;10
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE NEGOCIOS Y COMERCIO INTERNACIONAL;57;33;90;12;8;20;12;7;19;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE ORGANIZACIONES;47;44;91;4;11;15;20;19;39;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN DE TECNOLOGÍAS DE INFORMACIÓN;5;3;8;1;2;3;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN EMPRESARIAL;6;6;12;0;0;0;1;2;3;11;7;18
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN EN MERCADOTECNIA;13;14;27;3;3;6;2;0;2;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN INDUSTRIAL;10;10;20;5;4;9;1;1;2;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN PÚBLICA Y CIENCIAS POLÍTICAS;427;427;854;67;79;146;90;80;170;88;60;148
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN Y DESARROLLO DE EMPRESAS;94;67;161;35;21;56;13;6;19;1;1;2
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN Y DESARROLLO EMPRESARIAL;100;134;234;41;55;96;9;24;33;18;19;37
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN Y DIRECCIÓN EMPRESARIAL;37;18;55;22;11;33;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN Y FINANZAS;36;20;56;18;11;29;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN Y GESTIÓN DE PEQUEÑAS Y MEDIANAS EMPRESAS;125;70;195;0;0;0;28;12;40;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN Y GESTIÓN EMPRESARIAL;155;97;252;64;44;108;6;3;9;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN Y LOGÍSTICA ;267;198;465;90;77;167;12;7;19;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN Y MERCADOTECNIA;18;8;26;12;5;17;9;3;12;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES;55;44;99;18;20;38;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ADUANAS Y LOGÍSTICA;366;299;665;134;141;275;41;28;69;2;4;6
BAJA CALIFORNIA;LICENCIATURA EN ARQUITECTURA;516;632;1148;225;268;493;51;99;150;57;68;125
BAJA CALIFORNIA;LICENCIATURA EN ARQUITECTURA DE INTERIORES;11;0;11;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ARTE CULINARIO;95;81;176;31;29;60;23;15;38;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ARTE DE LA ARQUITECTURA;26;31;57;4;9;13;2;5;7;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ARTES PLÁSTICAS;424;182;606;85;32;117;41;18;59;44;15;59
BAJA CALIFORNIA;LICENCIATURA EN ARTES VISUALES;18;17;35;9;6;15;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN ASESORÍA PSICOPEDAGÓGICA;830;222;1052;107;52;159;229;22;251;219;21;240
BAJA CALIFORNIA;LICENCIATURA EN BIOTECNOLOGÍA EN ACUACULTURA;100;134;234;22;22;44;8;15;23;8;10;18
BAJA CALIFORNIA;LICENCIATURA EN CANTO;16;9;25;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN CIENCIA FORENSE;185;105;290;88;45;133;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS AMBIENTALES;64;47;111;13;8;21;24;9;33;25;7;32
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS COMPUTACIONALES;24;114;138;13;34;47;6;8;14;2;7;9
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA Y EL DEPORTE;2;8;10;2;8;10;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS DE LA COMUNICACIÓN;975;795;1770;174;161;335;216;144;360;115;51;166
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN;2346;592;2938;753;195;948;491;87;578;348;59;407
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS POLÍTICAS Y ADMINISTRACIÓN PÚBLICA;6;8;14;5;4;9;0;0;0;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS RELIGIOSAS;0;22;22;0;5;5;0;5;5;0;2;2
BAJA CALIFORNIA;LICENCIATURA EN CIENCIAS Y TÉCNICAS DE LA COMUNICACIÓN;26;23;49;11;14;25;6;1;7;6;1;7
BAJA CALIFORNIA;LICENCIATURA EN CINE Y PRODUCCIÓN AUDIOVISUAL;53;85;138;21;28;49;3;2;5;0;1;1
BAJA CALIFORNIA;LICENCIATURA EN CINEMATOGRAFÍA;56;96;152;24;36;60;7;6;13;0;0;0
BAJA CALIFORNIA;LICENCIATURA EN CIRUJANO DENTISTA;179;83;262;61;29;90;14;14;28;15;12;27
BAJA CALIFORNIA;LICENCIATURA EN COMERCIO EXTERIOR Y ADUANAS;449;384;833;185;173;358;84;65;149;23;20;43
BAJA CALIFORNIA;LICENCIATURA EN COMERCIO EXTERIOR Y LEGISLACIÓN ADUANERA;223;167;390;97;59;156;19;11;30;10;11;21
BAJA CALIFORNIA;LICENCIATURA EN COMERCIO INTERNACIONAL;390;344;734;168;111;279;62;43;105;22;11;33
BAJA CALIFORNIA;LICENCIATURA EN COMERCIO INTERNACIONAL Y ADUANAS;373;350;723;196;174;370;34;33;67;32;24;56
BAJA CALIFORNIA;LICENCIATURA EN COMUNICACIÓN;257;155;412;51;20;71;61;23;84;48;32;80
