ENTIDAD FEDERATIVA;PROGRAMA DE ESTUDIOS;Lugares Ofertados;Matrícula Hombres;Matrícula Mujeres;Matrícula Total;Primer Ingreso Mujeres;Egresados Hombres;Egresados Mujeres;Egresados Total;Graduados Hombres;Graduados Mujeres;Graduados Total
BAJA CALIFORNIA;MAESTRÍA EN DERECHO FISCAL Y FINANCIERO;0;5;2;7;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN DERECHO PENAL Y CRIMINOLOGÍA;20;17;30;47;5;9;2;11;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN DESARROLLO EDUCATIVO;15;9;15;24;7;0;1;1;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN DESARROLLO HUMANO;0;0;0;0;0;0;0;0;2;1;3
BAJA CALIFORNIA;MAESTRÍA EN DESARROLLO ORGANIZACIONAL;10;5;14;19;3;0;6;6;1;3;4
BAJA CALIFORNIA;MAESTRÍA EN DESARROLLO REGIONAL;0;15;10;25;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN DESARROLLO URBANO;0;1;1;2;0;0;1;1;0;1;1
BAJA CALIFORNIA;MAESTRÍA EN DESARROLLO URBANO ÁREA SISTEMAS DE INFORMACIÓN GEOGRÁFICA;10;22;10;32;2;4;4;8;10;1;11
BAJA CALIFORNIA;MAESTRÍA EN DIRECCIÓN DE NEGOCIOS;15;21;18;39;9;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN DISEÑO GRÁFICO DIGITAL;5;9;9;18;0;2;3;5;1;4;5
BAJA CALIFORNIA;MAESTRÍA EN DOCENCIA;40;35;60;95;18;7;15;22;15;32;47
BAJA CALIFORNIA;MAESTRÍA EN DOCENCIA E INVESTIGACIÓN EDUCATIVA;20;0;1;1;0;1;1;2;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN DOCENCIA E INVESTIGACIÓN UNIVERSITARIA;0;0;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN DOCENCIA UNIVERSITARIA;44;24;27;51;19;0;0;0;0;2;2
BAJA CALIFORNIA;MAESTRÍA EN ECONOMÍA APLICADA;0;7;4;11;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN EDUCACIÓN;226;160;321;481;99;49;135;184;23;40;63
BAJA CALIFORNIA;MAESTRÍA EN EDUCACIÓN BASADA EN COMPETENCIAS;0;21;29;50;19;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN EDUCACIÓN CAMPO FORMACIÓN DOCENTE;0;8;6;14;0;2;9;11;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN EDUCACIÓN CON CAMPO EN EDUCACIÓN AMBIENTAL;0;24;34;58;0;2;6;8;2;6;8
BAJA CALIFORNIA;MAESTRÍA EN EDUCACIÓN CON OPCIÓN EN COMPETENCIAS PARA LAS MATEMÁTICAS;5;1;1;2;1;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN EDUCACIÓN CON OPCIÓN EN CULTURA DE LA LEGALIDAD;5;8;13;21;2;3;5;8;3;5;8
BAJA CALIFORNIA;MAESTRÍA EN EDUCACIÓN CON OPCIÓN EN DESARROLLO ORGANIZACIONAL;20;42;117;159;17;24;91;115;24;88;112
BAJA CALIFORNIA;MAESTRÍA EN EDUCACIÓN CON OPCIÓN EN EDUCACIÓN ESPECIAL;30;24;143;167;32;11;55;66;9;52;61
BAJA CALIFORNIA;MAESTRÍA EN EDUCACIÓN DE CAMPO: FORMACIÓN DOCENTE Y PRÁCTICA;0;8;22;30;0;0;9;9;0;9;9
BAJA CALIFORNIA;MAESTRÍA EN EDUCACIÓN ESPECIAL;40;10;121;131;29;3;14;17;0;19;19
BAJA CALIFORNIA;MAESTRÍA EN ESTUDIOS CULTURALES;0;10;10;20;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN ESTUDIOS DE DESARROLLO GLOBAL;11;5;9;14;6;1;0;1;3;1;4
BAJA CALIFORNIA;MAESTRÍA EN ESTUDIOS DE POBLACIÓN;0;5;7;12;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN ESTUDIOS SOCIOCULTURALES;0;9;11;20;0;0;0;0;4;1;5
BAJA CALIFORNIA;MAESTRÍA EN FACILITACIÓN DEL DESARROLLO HUMANO;8;2;12;14;3;3;4;7;1;2;3
BAJA CALIFORNIA;MAESTRÍA EN FINANZAS;0;2;0;2;0;1;0;1;1;0;1
BAJA CALIFORNIA;MAESTRÍA EN FINANZAS CORPORATIVAS;11;28;12;40;2;7;11;18;7;11;18
BAJA CALIFORNIA;MAESTRÍA EN GESTIÓN EJECUTIVA INTERNACIONAL;5;6;10;16;0;1;5;6;7;2;9
BAJA CALIFORNIA;MAESTRÍA EN GESTIÓN UNIVERSITARIA;20;0;0;0;0;4;4;8;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN GESTIÓN Y POLÍTICA PÚBLICAS;0;0;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN GESTIÓN Y POLÍTICAS PÚBLICAS;5;7;8;15;0;0;2;2;4;3;7
BAJA CALIFORNIA;MAESTRÍA EN HISTORIA;0;4;0;4;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN IMPUESTOS;5;2;0;2;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN INGENIERÍA ELECTRÓNICA;12;20;4;24;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN INGENIERÍA INDUSTRIAL;21;31;6;37;3;5;6;11;2;2;4
BAJA CALIFORNIA;MAESTRÍA EN LENGUAS MODERNAS;0;5;12;17;12;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN LITIGACIÓN ORAL;0;27;30;57;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN LOGÍSTICA INTERNACIONAL;5;12;13;25;1;2;2;4;4;6;10
BAJA CALIFORNIA;MAESTRÍA EN MANEJO DE ECOSISTEMAS EN ZONAS ÁRIDAS;0;3;4;7;0;0;1;1;3;12;15
BAJA CALIFORNIA;MAESTRÍA EN MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE;2;5;6;11;1;2;2;4;2;2;4
BAJA CALIFORNIA;MAESTRÍA EN MERCADOTECNIA;35;15;22;37;6;1;10;11;0;7;7
BAJA CALIFORNIA;MAESTRÍA EN ORIENTACIÓN FAMILIAR;0;0;0;0;0;0;0;0;1;0;1
BAJA CALIFORNIA;MAESTRÍA EN PEDAGOGÍA;0;160;305;465;120;63;123;186;63;123;186
BAJA CALIFORNIA;MAESTRÍA EN PLANEACIÓN Y DESARROLLO SUSTENTABLE;6;3;5;8;4;2;6;8;1;0;1
BAJA CALIFORNIA;MAESTRÍA EN PRODUCCIÓN AGRÍCOLA Y MERCADOS GLOBALES;3;5;4;9;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN PSICOLOGÍA;0;0;3;3;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN PSICOLOGÍA CON CONCENTRACIÓN EN DESARROLLO ORGANIZACIONAL;12;7;12;19;1;0;1;1;0;1;1
BAJA CALIFORNIA;MAESTRÍA EN PSICOLOGÍA CON CONCENTRACIÓN EN EDUCACIÓN ESPECIAL;6;1;6;7;1;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN PSICOLOGÍA CON CONCENTRACIÓN EN PSICOLOGÍA CLÍNICA;6;5;7;12;3;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN PSICOLOGÍA CON CONCENTRACIÓN EN TERAPIA FAMILIAR;5;1;3;4;0;0;3;3;0;3;3
BAJA CALIFORNIA;MAESTRÍA EN PSICOLOGÍA FAMILIAR;35;3;22;25;5;2;6;8;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN PSICOTERAPIA DE NIÑOS;30;5;34;39;16;0;4;4;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN RECURSOS HUMANOS;6;2;10;12;0;1;2;3;1;2;3
BAJA CALIFORNIA;MAESTRÍA EN SALUD PÚBLICA;18;5;13;18;13;0;0;0;2;2;4
BAJA CALIFORNIA;MAESTRÍA EN SALUD PÚBLICA CON TERMINAL EN EPIDEMIOLOGÍA;20;6;11;17;5;7;15;22;4;4;8
BAJA CALIFORNIA;MAESTRÍA EN SALUD PÚBLICA CON TERMINAL EN SALUD INTERNACIONAL;0;0;0;0;0;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN SISTEMAS DE PRODUCCIÓN ANIMAL;5;21;13;34;1;0;0;0;11;4;15
BAJA CALIFORNIA;MAESTRÍA EN SISTEMAS DIGITALES;18;34;7;41;2;16;4;20;10;5;15
BAJA CALIFORNIA;MAESTRÍA EN TANATOLOGÍA;45;2;13;15;13;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN TECNOLOGÍAS DE INFORMACIÓN Y LA COMUNICACIÓN;0;10;5;15;0;0;0;0;3;2;5
BAJA CALIFORNIA;MAESTRÍA EN TECNOLOGÍAS DE LA INFORMACIÓN;30;15;2;17;0;2;3;5;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN TERAPIA FAMILIAR;5;3;15;18;1;0;0;0;0;0;0
BAJA CALIFORNIA;MAESTRÍA EN VALUACIÓN;11;11;4;15;4;0;0;0;8;3;11
BAJA CALIFORNIA;MAESTRÍA EN VALUACIÓN INMOBILIARIA E INDUSTRIAL;15;0;0;0;0;0;0;0;0;1;1
BAJA CALIFORNIA SUR;TOTAL;660;469;598;1067;99;286;172;458;96;74;170
BAJA CALIFORNIA SUR;DOCTORADO EN CIENCIAS EN EL USO, MANEJO Y PRESERVACIÓN DE LOS RECURSOS NATURALES;25;47;46;93;14;8;8;16;8;8;16
BAJA CALIFORNIA SUR;DOCTORADO EN CIENCIAS MARINAS;20;25;23;48;6;8;7;15;12;7;19
BAJA CALIFORNIA SUR;DOCTORADO EN CIENCIAS MARINAS Y COSTERAS;0;10;12;22;0;0;2;2;2;5;7
BAJA CALIFORNIA SUR;DOCTORADO EN CIENCIAS SOCIALES DESARROLLO SUSTENTABLE Y GLOBALIZACIÓN;0;1;4;5;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;DOCTORADO INTERNACIONAL EN CIENCIAS POLÍTICAS Y SOCIALES;20;9;19;28;5;0;0;0;0;0;0
BAJA CALIFORNIA SUR;ESPECIALIDAD EN CIENCIAS MARINAS Y COSTERAS;0;2;2;4;2;4;1;5;1;0;1
BAJA CALIFORNIA SUR;ESPECIALIDAD EN CIENCIAS SOCIALES DESARROLLO SUSTENTABLE Y GLOBALIZACIÓN;0;1;2;3;1;0;0;0;0;0;0
BAJA CALIFORNIA SUR;"ESPECIALIDAD EN PILOTO AVIADOR NAVAL ""ALA MÓVIL""";15;3;0;3;0;8;0;8;8;0;8
BAJA CALIFORNIA SUR;"ESPECIALIDAD EN PILOTO AVIADOR NAVAL""ALA FIJA""";15;5;0;5;0;11;0;11;0;0;0
BAJA CALIFORNIA SUR;ESPECIALIDAD EN PUBLICIDAD;0;3;2;5;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN ADMINISTRACIÓN;5;5;5;10;2;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;0;0;0;0;0;3;3;6;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN ADMINISTRACIÓN FISCAL;0;8;8;16;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN ADMINISTRACIÓN Y GESTIÓN DE NEGOCIOS;20;21;30;51;11;9;2;11;1;3;4
BAJA CALIFORNIA SUR;MAESTRÍA EN CIENCIAS DE LA ADMINISTRACIÓN;11;15;11;26;3;92;65;157;22;14;36
BAJA CALIFORNIA SUR;MAESTRÍA EN CIENCIAS DE LA CONSTRUCCIÓN;0;0;0;0;0;51;9;60;10;1;11
BAJA CALIFORNIA SUR;MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN CON FORMACIÓN EN DOCENCIA E INVESTIGACIÓN;0;42;57;99;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN CIENCIAS EN EL USO, MANEJO Y PRESERVACIÓN DE LOS RECURSOS NATURALES;310;34;37;71;18;5;11;16;5;11;16
BAJA CALIFORNIA SUR;MAESTRÍA EN CIENCIAS EN MANEJO DE RECURSOS MARINOS;30;39;37;76;10;16;14;30;13;13;26
BAJA CALIFORNIA SUR;MAESTRÍA EN CIENCIAS MARINAS Y COSTERAS;0;6;10;16;2;0;2;2;5;1;6
BAJA CALIFORNIA SUR;MAESTRÍA EN CIENCIAS SOCIALES: DESARROLLO SUSTENTABLE Y GLOBALIZACIÓN;0;4;8;12;4;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN CIENCIAS ZOOTÉCNICAS;0;4;4;8;3;0;3;3;0;1;1
BAJA CALIFORNIA SUR;MAESTRÍA EN CONSTITUCIONAL Y AMPARO;0;3;1;4;0;5;2;7;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN DERECHO;20;16;10;26;1;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN DERECHO CIVIL;0;6;2;8;0;5;6;11;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN DERECHO CONSTITUCIONAL Y AMPARO;15;0;1;1;1;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN DESARROLLO AGROPECUARIO DE ZONAS ÁRIDAS;0;8;1;9;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN DESARROLLO HUMANO Y SOCIAL;20;5;13;18;2;2;4;6;0;3;3
BAJA CALIFORNIA SUR;MAESTRÍA EN DIRECCIÓN DE NEGOCIOS;15;10;17;27;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN DIRECCIÓN DE ORGANIZACIONES TURÍSTICAS;0;2;5;7;0;8;8;16;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN DOCENCIA E INNOVACIÓN EDUCATIVA;0;34;53;87;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN DOCENCIA E INVESTIGACIÓN DE LA EDUCACIÓN SUPERIOR;0;7;20;27;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN EDUCACIÓN;55;16;52;68;7;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN EDUCACIÓN BÁSICA;0;40;75;115;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN HISTORIA REGIONAL;0;2;2;4;2;5;5;10;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN LIDERAZGO Y MERCADOTECNIA EMPRESARIAL;20;9;4;13;2;0;4;4;0;3;3
BAJA CALIFORNIA SUR;MAESTRÍA EN MARKETING ESTRATÉGICO;0;4;3;7;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN POLÍTICA FISCAL Y TRIBUTARIA;20;2;7;9;1;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN PSICOLOGÍA CLÍNICA;0;3;4;7;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN SISTEMAS COMPUTACIONALES;4;9;2;11;1;46;16;62;9;4;13
BAJA CALIFORNIA SUR;MAESTRÍA EN TECNOLOGÍAS WEB;0;6;1;7;0;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN TERAPIA FAMILIAR Y DE PAREJA;20;2;8;10;1;0;0;0;0;0;0
BAJA CALIFORNIA SUR;MAESTRÍA EN TURISMO;0;1;0;1;0;0;0;0;0;0;0
CAMPECHE;TOTAL;1517;958;1448;2406;535;366;593;959;297;401;698
CAMPECHE;DOCTORADO EN ANÁLISIS ESTRATÉGICO Y DESARROLLO SUSTENTABLE;0;12;0;12;0;0;0;0;0;0;0
CAMPECHE;DOCTORADO EN CIENCIAS DE LA EDUCACIÓN;100;33;27;60;3;0;0;0;32;36;68
CAMPECHE;DOCTORADO EN CIENCIAS EN ECOLOGÍA Y DESARROLLO SUSTENTABLE;5;4;5;9;1;0;0;0;0;0;0
CAMPECHE;DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA;2;1;1;2;1;0;0;0;0;0;0
CAMPECHE;DOCTORADO EN CIENCIAS JURÍDICAS;0;3;5;8;0;0;0;0;0;0;0
CAMPECHE;DOCTORADO EN CORROSIÓN;10;1;0;1;0;0;0;0;1;0;1
CAMPECHE;DOCTORADO EN EDUCACIÓN HUMANISTA;21;6;15;21;15;21;20;41;21;20;41
CAMPECHE;DOCTORADO EN GESTIÓN ESTRATÉGICA Y POLÍTICAS DE DESARROLLO;0;0;0;0;0;0;0;0;0;0;0
CAMPECHE;DOCTORADO EN PATRIMONIO Y DESARROLLO SUSTENTABLE;0;0;2;2;0;4;5;9;0;0;0
CAMPECHE;DOCTORADO EN PEDAGOGÍA;20;9;10;19;2;0;0;0;0;0;0
CAMPECHE;DOCTORADO EN PSICOLOGÍA;0;8;8;16;0;0;0;0;0;0;0
CAMPECHE;ESPECIALIDAD EN ANESTESIOLOGÍA;10;3;6;9;2;2;1;3;0;0;0
CAMPECHE;ESPECIALIDAD EN CIRUGÍA GENERAL;10;8;1;9;0;0;0;0;0;0;0
CAMPECHE;ESPECIALIDAD EN DERECHO DE FAMILIA;22;6;13;19;13;0;0;0;0;0;0
CAMPECHE;ESPECIALIDAD EN DERECHOS HUMANOS;0;0;0;0;0;0;0;0;0;0;0
CAMPECHE;ESPECIALIDAD EN EL SISTEMA DE JUSTICIA PARA ADOLESCENTES;50;5;31;36;31;4;9;13;2;2;4
CAMPECHE;ESPECIALIDAD EN ENFERMERÍA ONCOLÓGICA;0;0;0;0;0;2;12;14;0;0;0
CAMPECHE;ESPECIALIDAD EN GESTIÓN Y EDUCACIÓN EN LOS SERVICIOS DE ENFERMERÍA;20;5;13;18;13;0;0;0;0;0;0
CAMPECHE;ESPECIALIDAD EN GINECOLOGÍA Y OBSTETRICIA;10;7;3;10;0;0;0;0;0;0;0
CAMPECHE;ESPECIALIDAD EN INSTALACIONES ELÉCTRICAS;0;0;0;0;0;5;3;8;1;1;2
CAMPECHE;ESPECIALIDAD EN MEDICINA FAMILIAR;20;27;24;51;10;6;9;15;0;0;0
CAMPECHE;ESPECIALIDAD EN MEDICINA INTEGRADA;10;4;2;6;1;4;4;8;0;0;0
CAMPECHE;ESPECIALIDAD EN MEDICINA INTERNA;10;4;4;8;1;0;0;0;0;0;0
CAMPECHE;ESPECIALIDAD EN PATRIMONIO Y DESARROLLO SUSTENTABLE;0;0;0;0;0;1;2;3;0;1;1
CAMPECHE;ESPECIALIDAD EN PEDIATRÍA;10;1;6;7;2;2;2;4;0;0;0
CAMPECHE;ESPECIALIDAD EN PRÓTESIS MAXILOFACIAL;0;0;0;0;0;0;0;0;0;0;0
CAMPECHE;ESPECIALIDAD EN PSIQUIATRÍA;10;5;4;9;1;1;2;3;0;0;0
CAMPECHE;ESPECIALIDAD LOS DERECHOS HUMANOS Y LA PROCURACIÓN E IMPARTICIÓN DE JUSTICIA PARA ADOLESCENTES;0;0;0;0;0;0;0;0;0;0;0
CAMPECHE;MAESTRÍA EN  CIENCIAS EN METODOLOGÍA DE LA CIENCIA;0;9;4;13;0;0;0;0;1;0;1
CAMPECHE;MAESTRÍA EN ADMINISTRACIÓN;50;37;42;79;6;29;58;87;27;33;60
CAMPECHE;MAESTRÍA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS;0;3;15;18;0;6;7;13;0;0;0
CAMPECHE;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS PARA EJECUTIVOS;30;14;11;25;11;12;3;15;2;0;2
CAMPECHE;MAESTRÍA EN ADMINISTRACIÓN PÚBLICA;10;8;10;18;5;0;0;0;0;1;1
CAMPECHE;MAESTRÍA EN ADMINISTRACIÓN Y NEGOCIOS;40;48;56;104;19;21;17;38;21;17;38
CAMPECHE;MAESTRÍA EN ALTA DIRECCIÓN DE NEGOCIOS;35;3;2;5;0;4;2;6;0;0;0
CAMPECHE;MAESTRÍA EN ALTA DIRECCIÓN Y NEGOCIOS INTERNACIONALES;20;17;13;30;9;6;3;9;5;4;9
CAMPECHE;MAESTRÍA EN ARTES;0;0;0;0;0;2;12;14;0;0;0
CAMPECHE;MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN BIOLOGÍA AMBIENTAL Y BIOTECNOLOGÍA;5;2;5;7;2;0;0;0;0;0;0
CAMPECHE;MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN;50;11;24;35;6;13;35;48;4;15;19
CAMPECHE;MAESTRÍA EN CIENCIAS DE LA PRESERVACIÓN DE MATERIALES;20;9;1;10;0;0;0;0;0;0;0
CAMPECHE;MAESTRÍA EN CIENCIAS EN AGRICULTURA TROPICAL;10;2;3;5;1;4;2;6;4;2;6
CAMPECHE;MAESTRÍA EN CIENCIAS EN ELECTRÓNICA;7;9;2;11;1;9;0;9;0;0;0
CAMPECHE;MAESTRÍA EN CIENCIAS EN INGENIERÍA QUÍMICA;7;6;7;13;4;2;7;9;1;3;4
CAMPECHE;MAESTRÍA EN CIENCIAS EN RECURSOS NATURALES Y DESARROLLO RURAL;5;5;7;12;4;1;1;2;1;6;7
CAMPECHE;MAESTRÍA EN CIENCIAS JURÍDICAS;0;0;0;0;0;0;0;0;1;0;1
CAMPECHE;MAESTRÍA EN COMUNICACIÓN CORPORATIVA;0;0;0;0;0;0;1;1;0;2;2
CAMPECHE;MAESTRÍA EN DEFENSA ADMINISTRATIVA Y FISCAL;25;10;11;21;11;0;0;0;0;0;0
CAMPECHE;MAESTRÍA EN DERECHO ÁREA CIENCIAS LABORALES Y RECURSOS HUMANOS;41;13;22;35;22;0;0;0;0;0;0
CAMPECHE;MAESTRÍA EN DERECHO EMPRESARIAL;0;0;0;0;0;3;8;11;1;2;3
CAMPECHE;MAESTRÍA EN DERECHO JUDICIAL;0;13;39;52;0;0;0;0;1;11;12
CAMPECHE;MAESTRÍA EN DERECHOS HUMANOS;0;0;0;0;0;0;0;0;1;1;2
CAMPECHE;MAESTRÍA EN DERECHOS HUMANOS Y GRUPOS SOCIALMENTE VULNERABLES;0;8;13;21;0;0;0;0;0;2;2
CAMPECHE;MAESTRÍA EN DESARROLLO DE LA MOTRICIDAD;20;4;3;7;0;8;4;12;8;4;12
CAMPECHE;MAESTRÍA EN DESARROLLO EDUCATIVO;40;21;61;82;24;10;25;35;10;25;35
CAMPECHE;MAESTRÍA EN EDUCACIÓN Y DESARROLLO HUMANO;100;67;114;181;49;13;7;20;48;54;102
CAMPECHE;MAESTRÍA EN FINANZAS;18;7;8;15;8;0;0;0;0;0;0
CAMPECHE;MAESTRÍA EN FISCAL;18;7;11;18;11;0;0;0;0;0;0
CAMPECHE;MAESTRÍA EN GESTIÓN DE TECNOLOGÍAS DE INFORMACIÓN;0;9;6;15;0;0;0;0;5;3;8
CAMPECHE;MAESTRÍA EN GESTIÓN EDUCATIVA;0;70;90;160;0;32;40;72;6;6;12
CAMPECHE;MAESTRÍA EN HABILIDADES DIRECTIVAS;37;20;15;35;15;2;8;10;3;3;6
CAMPECHE;MAESTRÍA EN IMPUESTOS;48;14;23;37;16;0;0;0;0;1;1
CAMPECHE;MAESTRÍA EN INFORMÁTICA;100;21;10;31;2;0;0;0;4;3;7
CAMPECHE;MAESTRÍA EN INGENIERÍA ADMINISTRATIVA;50;66;41;107;13;59;41;100;35;28;63
CAMPECHE;MAESTRÍA EN INGENIERÍA DE CONTROL;14;14;0;14;0;0;0;0;0;0;0
CAMPECHE;MAESTRÍA EN INGENIERÍA INDUSTRIAL EN MANTENIMIENTO Y CONFIABILIDAD;0;17;9;26;0;6;1;7;3;0;3
CAMPECHE;MAESTRÍA EN INTEGRACIÓN EDUCATIVA;100;31;119;150;36;12;71;83;0;6;6
CAMPECHE;MAESTRÍA EN MANEJO INTEGRADO DE COSTAS Y MARES;0;0;0;0;0;0;3;3;0;1;1
CAMPECHE;MAESTRÍA EN MERCADOTECNIA;20;11;16;27;4;17;23;40;19;23;42
CAMPECHE;MAESTRÍA EN MERCADOTECNIA ESTRATÉGICA;0;0;0;0;0;0;0;0;2;5;7
CAMPECHE;MAESTRÍA EN METODOLOGÍA DE LA ENSEÑANZA PARA LA EDUCACIÓN SECUNDARIA;38;16;25;41;16;7;11;18;1;1;2
CAMPECHE;MAESTRÍA EN PATRIMONIO Y DESARROLLO SUSTENTABLE;10;3;1;4;1;1;2;3;1;1;2
CAMPECHE;MAESTRÍA EN PEDAGOGÍA;36;32;74;106;19;4;13;17;0;1;1
CAMPECHE;MAESTRÍA EN PEDAGOGÍA Y PRÁCTICA DOCENTE;100;115;203;318;63;22;65;87;22;65;87
CAMPECHE;MAESTRÍA EN PSICOLOGÍA CLÍNICA Y PSICOTERAPIA;15;4;20;24;15;1;6;7;0;1;1
CAMPECHE;MAESTRÍA EN PSICOLOGÍA DE LA EDUCACIÓN;0;6;18;24;0;0;0;0;0;1;1
CAMPECHE;MAESTRÍA EN PSICOLOGÍA DEL TRABAJO Y GESTIÓN DEL TALENTO HUMANO;7;4;18;22;6;0;0;0;0;0;0
CAMPECHE;MAESTRÍA EN PSICOPEDAGOGÍA CLÍNICA INFANTIL;7;3;13;16;7;0;0;0;0;1;1
CAMPECHE;MAESTRÍA EN RELACIONES LABORALES;0;0;0;0;0;0;0;0;2;1;3
CAMPECHE;MAESTRÍA EN TECNOLOGÍAS DE LA COMPUTACIÓN;0;0;0;0;0;0;0;0;1;0;1
CAMPECHE;MAESTRÍA EN TERAPIA FAMILIAR;24;13;50;63;16;6;38;44;0;4;4
CAMPECHE;MAESTRÍA EN TERAPIA INFANTIL;10;2;26;28;10;2;10;12;0;4;4
CAMPECHE;MAESTRÍA MULTIDISCIPLINARIA PARA EL MANEJO DE LA ZONA COSTERO MARINA;10;2;7;9;7;0;0;0;0;0;0
CAMPECHE;MAESTRÍA TECNOLÓGICA EN AGRICULTURA APLICADA AL TRÓPICO;0;0;0;0;0;0;0;0;0;0;0
CHIAPAS;TOTAL;5090;3342;3512;6854;1498;1179;1162;2341;663;702;1365
CHIAPAS;DOCTORADO EN ADMINISTRACIÓN;45;29;8;37;1;12;9;21;6;6;12
CHIAPAS;DOCTORADO EN CIENCIA POLÍTICA;40;23;8;31;8;0;0;0;0;0;0
CHIAPAS;DOCTORADO EN CIENCIAS DE LA EDUCACIÓN;15;3;4;7;4;0;0;0;0;0;0
CHIAPAS;DOCTORADO EN CIENCIAS DE LA SALUD;8;2;6;8;6;0;0;0;0;0;0
CHIAPAS;DOCTORADO EN CIENCIAS DE LA SALUD PÚBLICA;0;4;5;9;0;0;0;0;0;0;0
CHIAPAS;DOCTORADO EN CIENCIAS EN ECOLOGÍA Y DESARROLLO SUSTENTABLE;25;27;25;52;7;0;0;0;4;1;5
CHIAPAS;DOCTORADO EN CIENCIAS JURÍDICO PENALES;15;12;3;15;3;26;19;45;0;0;0
CHIAPAS;DOCTORADO EN CIENCIAS PARA EL DESARROLLO SUSTENTABLE;0;6;0;6;0;0;0;0;0;0;0
CHIAPAS;DOCTORADO EN CIENCIAS SOCIALES Y HUMANÍSTICAS;0;15;13;28;0;0;0;0;4;1;5
CHIAPAS;DOCTORADO EN CONOCIMIENTO Y CULTURA EN AMÉRICA LATINA;20;5;7;12;6;0;0;0;0;0;0
CHIAPAS;DOCTORADO EN DERECHO PÚBLICO;60;37;14;51;14;0;0;0;0;0;0
