ENTIDAD FEDERATIVA;PROGRAMA DE ESTUDIOS;Lugares Ofertados;Matrícula Hombres;Matrícula Mujeres;Matrícula Total;Primer Ingreso Mujeres;Egresados Hombres;Egresados Mujeres;Egresados Total;Graduados Hombres;Graduados Mujeres;Graduados Total
SONORA;MAESTRÍA EN LIDERAZGO DESARROLLADOR;400;393;102;495;76;88;26;114;88;26;114
SONORA;MAESTRÍA EN LINGÜÍSTICA;8;4;9;13;4;2;3;5;3;4;7
SONORA;MAESTRÍA EN LITERATURA HISPANOAMERICANA;13;6;7;13;7;0;2;2;0;0;0
SONORA;MAESTRÍA EN MANEJO DE ZONAS COSTERAS;15;7;2;9;1;1;2;3;1;2;3
SONORA;MAESTRÍA EN MEDIACIÓN;0;0;5;5;0;0;0;0;0;0;0
SONORA;MAESTRÍA EN MERCADOTECNIA;3;20;9;29;1;2;4;6;2;4;6
SONORA;MAESTRÍA EN MERCADOTECNIA Y PUBLICIDAD;0;0;9;9;0;6;6;12;0;0;0
SONORA;MAESTRÍA EN METODOLOGÍA DEL ENTRENAMIENTO DEPORTIVO DE ALTO RENDIMIENTO;20;14;4;18;4;12;3;15;0;0;0
SONORA;MAESTRÍA EN NEGOCIOS INTERNACIONALES;60;0;0;0;0;0;0;0;1;0;1
SONORA;MAESTRÍA EN NUTRICIÓN CLÍNICA;0;2;2;4;0;0;0;0;0;0;0
SONORA;MAESTRÍA EN POLÍTICAS Y GESTIÓN DEL DESARROLLO SOCIAL;14;8;6;14;6;7;9;16;0;0;0
SONORA;MAESTRÍA EN PSICOLOGÍA;6;5;9;14;3;3;7;10;0;0;0
SONORA;MAESTRÍA EN REDES Y TELECOMUNICACIONES;60;7;0;7;0;0;0;0;7;0;7
SONORA;MAESTRÍA EN SISTEMAS COMPUTACIONALES;10;17;3;20;0;3;1;4;3;1;4
SONORA;MAESTRÍA EN SISTEMAS DE INFORMACIÓN;15;10;2;12;0;0;3;3;0;0;0
SONORA;MAESTRÍA EN SISTEMAS INDUSTRIALES;34;7;11;18;11;3;3;6;3;3;6
SONORA;MAESTRÍA EN TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN EN EDUCACIÓN;25;0;0;0;0;15;17;32;0;0;0
SONORA;MAESTRÍA EN TELECOMUNICACIONES Y REDES;10;1;0;1;0;0;0;0;0;0;0
SONORA;MAESTRÍA EN TERAPIA FAMILIAR;8;4;43;47;8;4;7;11;4;7;11
SONORA;MAESTRÍA EN VALUACIÓN INMOBILIARIA;49;38;9;47;9;17;3;20;17;3;20
SONORA;MAESTRÍA PROFESIONALIZANTE EN ENDOCRINOLOGÍA GINECOLÓGICA E INFERTILIDAD;16;9;7;16;7;0;0;0;0;0;0
TABASCO;TOTAL;3126;1976;2287;4263;1025;676;896;1572;385;508;893
TABASCO;DOCTORADO EN ADMINISTRACIÓN;25;25;13;38;8;0;0;0;0;0;0
TABASCO;DOCTORADO EN CIENCIAS EN ECOLOGÍA Y MANEJO DE SISTEMAS TROPICALES;2;2;2;4;1;2;0;2;1;1;2
TABASCO;DOCTORADO EN CIENCIAS EN LA MODALIDAD DE INVESTIGACIÓN;0;4;2;6;1;0;0;0;0;0;0
TABASCO;DOCTORADO EN DERECHO;25;25;13;38;6;9;5;14;1;0;1
TABASCO;DOCTORADO EN DERECHO JUDICIAL;0;0;0;0;0;0;0;0;0;0;0
TABASCO;DOCTORADO EN ECOEDUCACIÓN;120;30;67;97;43;0;0;0;0;0;0
TABASCO;DOCTORADO EN ECOLOGÍA Y DESARROLLO SUSTENTABLE;5;2;7;9;0;0;0;0;2;2;4
TABASCO;DOCTORADO EN EDUCACIÓN;70;49;71;120;10;12;8;20;0;0;0
TABASCO;ESPECIALIDAD EN ADMINISTRACIÓN DE PROYECTOS Y OBRAS;30;12;15;27;15;11;20;31;0;0;0
TABASCO;ESPECIALIDAD EN ADMINISTRACIÓN EDUCATIVA EN EL NIVEL BÁSICO;20;2;7;9;7;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN ADMINISTRACIÓN FINANCIERA DE PROYECTOS Y NEGOCIOS;30;8;6;14;6;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN ALTA DIRECCIÓN;35;10;24;34;24;24;39;63;5;15;20
TABASCO;ESPECIALIDAD EN ANESTESIOLOGÍA;10;12;16;28;7;4;2;6;2;4;6
TABASCO;ESPECIALIDAD EN CIRUGÍA GENERAL;6;15;3;18;1;5;0;5;4;1;5
TABASCO;ESPECIALIDAD EN COMERCIO ELECTRÓNICO;0;0;0;0;0;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN CONTRIBUCIONES FISCALES;30;1;8;9;8;5;10;15;1;4;5
TABASCO;ESPECIALIDAD EN DERECHO CIVIL;30;6;9;15;9;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN DERECHO CORPORATIVO;30;5;2;7;2;2;11;13;0;1;1
TABASCO;ESPECIALIDAD EN DERECHO PENAL;30;1;4;5;4;3;5;8;1;1;2
TABASCO;ESPECIALIDAD EN DISEÑO DE POLÍTICAS PÚBLICAS;25;6;6;12;6;7;1;8;0;0;0
TABASCO;ESPECIALIDAD EN DISEÑO DEL PAISAJE;20;1;6;7;6;2;10;12;0;0;0
TABASCO;ESPECIALIDAD EN ELECTRÓNICA Y REDES DE COMUNICACIÓN;28;15;0;15;0;10;2;12;2;0;2
TABASCO;ESPECIALIDAD EN ENFERMERÍA EN CUIDADOS INTENSIVOS;0;0;10;10;0;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN ENFERMERÍA PEDIÁTRICA;0;1;14;15;0;0;0;0;0;1;1
TABASCO;ESPECIALIDAD EN ENFERMERÍA QUIRÚRGICA;0;2;10;12;0;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN FINANZAS;30;8;6;14;6;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN GASTRONOMÍA;30;4;8;12;8;1;12;13;0;4;4
TABASCO;ESPECIALIDAD EN GEOLOGÍA;25;14;0;14;0;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN GERENCIA INTERNACIONAL;30;4;13;17;13;6;16;22;1;0;1
TABASCO;ESPECIALIDAD EN GESTIÓN AMBIENTAL;30;6;8;14;8;7;13;20;0;0;0
TABASCO;ESPECIALIDAD EN GESTIÓN DE IMAGEN CORPORATIVA;30;8;17;25;17;7;20;27;0;4;4
TABASCO;ESPECIALIDAD EN GESTIÓN INTEGRAL DE EMPRESAS INDUSTRIALES;30;15;7;22;7;15;15;30;5;4;9
TABASCO;ESPECIALIDAD EN GINECOLOGÍA Y OBSTETRICIA;7;20;11;31;3;3;3;6;2;2;4
TABASCO;ESPECIALIDAD EN ILUMINACIÓN;30;1;14;15;14;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN MECÁNICA ELECTRÓNICA;30;13;8;21;8;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN MEDICINA DE URGENCIAS;0;0;0;0;0;2;2;4;0;0;0
TABASCO;ESPECIALIDAD EN MEDICINA FAMILIAR;16;26;42;68;12;8;12;20;9;11;20
TABASCO;ESPECIALIDAD EN MEDICINA FAMILIAR COMUNITARIA;2;2;1;3;1;1;1;2;1;1;2
TABASCO;ESPECIALIDAD EN MEDICINA INTERNA;6;16;7;23;2;4;3;7;5;2;7
TABASCO;ESPECIALIDAD EN MERCADOTECNIA SECTORIAL;40;11;11;22;11;8;22;30;1;5;6
TABASCO;ESPECIALIDAD EN NEONATOLOGÍA;3;5;0;5;0;0;1;1;2;0;2
TABASCO;ESPECIALIDAD EN ODONTOLOGÍA PEDIÁTRICA;7;3;8;11;5;1;3;4;0;2;2
TABASCO;ESPECIALIDAD EN ORTOPEDIA Y TRAUMATOLOGÍA;3;11;1;12;0;1;0;1;2;0;2
TABASCO;ESPECIALIDAD EN PEDIATRÍA MEDICA;0;0;0;0;0;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN PRODUCTOS TURÍSTICOS;30;4;10;14;10;2;24;26;1;16;17
TABASCO;ESPECIALIDAD EN PSICOLOGÍA CLÍNICA;30;1;25;26;25;3;20;23;0;0;0
TABASCO;ESPECIALIDAD EN PSICOLOGÍA EDUCATIVA;0;0;0;0;0;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN PSIQUIATRÍA;2;5;4;9;0;1;2;3;2;1;3
TABASCO;ESPECIALIDAD EN RADIOLOGÍA E IMAGEN;4;7;5;12;2;3;1;4;2;2;4
TABASCO;ESPECIALIDAD EN SEGURIDAD DE CÓMPUTO;50;9;2;11;2;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN TRANSPORTE Y COMUNICACIÓN TERRESTRE;30;8;1;9;1;0;0;0;0;0;0
TABASCO;ESPECIALIDAD EN URBANISMO Y DISEÑO DE VIVIENDA URBANA;30;2;5;7;5;0;0;0;0;0;0
TABASCO;MAESTRÍA EN ADMINISTRACIÓN;93;103;103;206;20;39;83;122;32;37;69
TABASCO;MAESTRÍA EN ADMINISTRACIÓN ÁREA FINANZAS;10;10;17;27;3;9;8;17;7;7;14
TABASCO;MAESTRÍA EN ADMINISTRACIÓN ÁREA MERCADOTECNIA;10;11;6;17;2;7;8;15;5;7;12
TABASCO;MAESTRÍA EN ADMINISTRACIÓN CON ENFOQUE EN COMERCIALIZACIÓN;25;17;10;27;2;0;0;0;0;0;0
TABASCO;MAESTRÍA EN ADMINISTRACIÓN CON ESPECIALIDAD EN COMERCIALIZACIÓN ESTRATÉGICA;4;19;17;36;2;13;11;24;0;0;0
TABASCO;MAESTRÍA EN ADMINISTRACIÓN CON ESPECIALIDAD EN DIRECCIÓN DEL FACTOR HUMANO;4;28;62;90;4;16;41;57;10;30;40
TABASCO;MAESTRÍA EN ADMINISTRACIÓN CON ESPECIALIDAD EN INGENIERÍA FINANCIERA;4;26;27;53;2;15;13;28;0;0;0
TABASCO;MAESTRÍA EN ADMINISTRACIÓN DE EMPRESAS PARA EJECUTIVOS;0;21;29;50;0;0;0;0;7;4;11
TABASCO;MAESTRÍA EN ADMINISTRACIÓN DE LA CONSTRUCCIÓN;25;24;13;37;10;19;5;24;5;1;6
TABASCO;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS;15;5;3;8;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS Y RECURSOS HUMANOS;10;10;15;25;2;3;4;7;3;3;6
TABASCO;MAESTRÍA EN ADMINISTRACIÓN DE SISTEMAS DE CALIDAD;7;36;49;85;4;8;6;14;4;4;8
TABASCO;MAESTRÍA EN ADMINISTRACIÓN DE TECNOLOGÍA DE INFORMACIÓN;10;20;5;25;0;4;5;9;4;4;8
TABASCO;MAESTRÍA EN ADMINISTRACIÓN DE TECNOLOGÍAS DE INFORMACIÓN;15;19;7;26;1;8;3;11;0;0;0
TABASCO;MAESTRÍA EN ADMINISTRACIÓN PÚBLICA;48;53;49;102;20;18;23;41;12;6;18
TABASCO;MAESTRÍA EN ADMINISTRACIÓN Y ALTA DIRECCIÓN;25;32;42;74;25;6;1;7;0;0;0
TABASCO;MAESTRÍA EN ALTA DIRECCIÓN DE NEGOCIOS;0;8;1;9;1;0;0;0;0;0;0
TABASCO;MAESTRÍA EN ANÁLISIS GESTIÓN FINANCIERA;25;5;4;9;4;0;0;0;0;0;0
TABASCO;MAESTRÍA EN ARQUITECTURA;30;21;15;36;10;7;2;9;1;0;1
TABASCO;MAESTRÍA EN ARQUITECTURA DEL PAISAJE;25;2;5;7;3;0;0;0;0;0;0
TABASCO;MAESTRÍA EN CIENCIA EN SALUD PÚBLICA;46;28;34;62;24;12;6;18;14;11;25
TABASCO;MAESTRÍA EN CIENCIAS ALIMENTARIAS;3;1;4;5;3;4;1;5;1;4;5
TABASCO;MAESTRÍA EN CIENCIAS AMBIENTALES;20;28;29;57;7;9;7;16;5;8;13
TABASCO;MAESTRÍA EN CIENCIAS BÁSICAS BIOMÉDICAS;12;5;10;15;8;3;2;5;0;1;1
TABASCO;MAESTRÍA EN CIENCIAS DE LA ADMINISTRACIÓN (PRODUCCIÓN Y CALIDAD);15;23;23;46;6;8;9;17;6;6;12
TABASCO;MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN;123;113;176;289;82;54;140;194;42;105;147
TABASCO;MAESTRÍA EN CIENCIAS DE LA EDUCACIÓN AMBIENTAL;2;3;4;7;2;0;0;0;0;0;0
TABASCO;MAESTRÍA EN CIENCIAS DE LA INGENIERÍA BIOQUÍMICA;0;1;4;5;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN CIENCIAS EN MATEMÁTICAS APLICADAS;7;7;4;11;1;4;0;4;2;2;4
TABASCO;MAESTRÍA EN CIENCIAS EN PRODUCCIÓN AGROALIMENTARIA EN EL TRÓPICO;0;27;23;50;18;14;7;21;10;4;14
TABASCO;MAESTRÍA EN CIENCIAS EN PRODUCCIÓN Y SALUD ANIMAL;8;5;4;9;4;1;0;1;0;0;0
TABASCO;MAESTRÍA EN CIENCIAS EN RECURSOS NATURALES Y DESARROLLO RURAL;10;4;6;10;1;1;2;3;1;2;3
TABASCO;MAESTRÍA EN CIENCIAS FORENSES;0;0;0;0;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN CIENCIAS PENALES;0;17;25;42;1;23;39;62;0;0;0
TABASCO;MAESTRÍA EN CIENCIAS SOCIALES;15;1;8;9;4;1;0;1;1;1;2
TABASCO;MAESTRÍA EN DECISIONES ESTRATÉGICAS Y POLÍTICAS PÚBLICAS;25;6;1;7;1;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DERECHO;80;79;69;148;20;10;12;22;0;0;0
TABASCO;MAESTRÍA EN DERECHO CONSTITUCIONAL;0;0;0;0;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DERECHO CONSTITUCIONAL, AMPARO Y DERECHOS HUMANOS;0;0;0;0;0;0;0;0;0;2;2
TABASCO;MAESTRÍA EN DERECHO CORPORATIVO;0;1;5;6;3;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DERECHO CORPORATIVO INTERNACIONAL;30;3;5;8;4;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DERECHO FISCAL;32;32;24;56;5;20;16;36;21;14;35
TABASCO;MAESTRÍA EN DERECHO LABORAL;25;4;2;6;2;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DERECHO PENAL;0;0;0;0;0;0;0;0;1;1;2
TABASCO;MAESTRÍA EN DERECHO PROCESAL CIVIL Y MERCANTIL;30;1;2;3;2;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DERECHO PROCESAL CONSTITUCIONAL;0;9;9;18;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DERECHO PROCESAL PENAL ACUSATORIO;30;8;8;16;3;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DERECHOS HUMANOS;35;11;17;28;17;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DESARROLLO DE COMPETENCIAS DOCENTES;175;32;64;96;64;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DIRECCIÓN ESTRATÉGICA DE MERCADOTECNIA;20;5;4;9;4;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DIRECCIÓN Y ADMINISTRACIÓN DE HOSPITALES;30;57;28;85;11;0;0;0;2;0;2
TABASCO;MAESTRÍA EN DISEÑO GERENCIAL;0;0;0;0;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DOCENCIA;21;9;30;39;8;12;13;25;5;13;18
TABASCO;MAESTRÍA EN DOCENCIA DE LA EDUCACIÓN FÍSICA;25;8;5;13;5;0;0;0;0;0;0
TABASCO;MAESTRÍA EN DOGMÁTICA PENAL Y SISTEMA ACUSATORIO;35;11;10;21;10;0;0;0;0;0;0
TABASCO;MAESTRÍA EN EDUCACIÓN;35;9;17;26;5;3;5;8;5;5;10
TABASCO;MAESTRÍA EN EDUCACIÓN BÁSICA;25;77;131;208;16;24;59;83;23;43;66
TABASCO;MAESTRÍA EN EDUCACIÓN CON ESPECIALIDAD EN DOCENCIA E INVESTIGACIÓN DE EDUCACIÓN SUPERIOR;0;9;13;22;0;11;7;18;13;31;44
TABASCO;MAESTRÍA EN EDUCACIÓN CON ORIENTACIÓN EN DOCENCIA;25;26;47;73;25;36;32;68;36;32;68
TABASCO;MAESTRÍA EN EDUCACIÓN ESPECIAL CON ENFOQUE INCLUSIVO;40;5;35;40;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN ELECTRÓNICA Y TELECOMUNICACIONES;25;12;1;13;1;10;2;12;0;0;0
TABASCO;MAESTRÍA EN EXECUTIVE MBA - MAESTRÍA EN DIRECCIÓN DE EMPRESAS;40;15;15;30;15;0;0;0;0;0;0
TABASCO;MAESTRÍA EN FINANZAS;20;10;7;17;7;5;3;8;4;3;7
TABASCO;MAESTRÍA EN FISCALIZACIÓN DE LA GESTIÓN PÚBLICA;15;12;3;15;3;0;0;0;4;3;7
TABASCO;MAESTRÍA EN GERONTOLOGÍA SOCIAL;0;0;0;0;0;4;6;10;1;0;1
TABASCO;MAESTRÍA EN GESTIÓN AMBIENTAL;25;13;8;21;5;0;0;0;0;0;0
TABASCO;MAESTRÍA EN GESTIÓN DE LA SALUD;17;6;10;16;10;0;0;0;0;0;0
TABASCO;MAESTRÍA EN GESTIÓN DE PROYECTOS Y EFICIENCIA ENERGÉTICA;25;12;4;16;4;0;0;0;0;0;0
TABASCO;MAESTRÍA EN GESTIÓN EMPRESARIAL;0;7;7;14;2;0;0;0;0;0;0
TABASCO;MAESTRÍA EN GESTIÓN POLÍTICA;25;12;4;16;4;0;0;0;0;0;0
TABASCO;MAESTRÍA EN IMPUESTOS;25;6;5;11;5;0;0;0;0;0;0
TABASCO;MAESTRÍA EN INGENIERÍA (HIDRÁULICA);5;9;4;13;0;2;2;4;1;2;3
TABASCO;MAESTRÍA EN INGENIERÍA ADMINISTRATIVA;25;41;29;70;12;23;11;34;16;12;28
TABASCO;MAESTRÍA EN INGENIERÍA DE SISTEMAS CON ESPECIALIDAD EN GRANDES REDES DE INFORMACIÓN Y DE TRANSPORTE;0;18;5;23;0;14;2;16;9;2;11
TABASCO;MAESTRÍA EN INGENIERÍA DE SISTEMAS CON ESPECIALIDAD EN SISTEMAS DE INFORMACIÓN;0;2;0;2;0;2;0;2;3;2;5
TABASCO;MAESTRÍA EN INGENIERÍA Y PROTECCIÓN AMBIENTAL;13;16;19;35;8;4;1;5;6;1;7
TABASCO;MAESTRÍA EN LA ENSEÑANZA DEL IDIOMA INGLÉS;0;4;2;6;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN MERCADOTECNIA DE NEGOCIOS TURÍSTICOS;1;4;3;7;0;0;2;2;0;2;2
TABASCO;MAESTRÍA EN NEGOCIOS INTERNACIONALES;25;4;9;13;9;0;0;0;0;0;0
TABASCO;MAESTRÍA EN NUTRICIÓN CLÍNICA;16;4;12;16;12;0;0;0;0;0;0
TABASCO;MAESTRÍA EN PEDAGOGÍA;0;5;4;9;2;0;5;5;0;5;5
TABASCO;MAESTRÍA EN PLANIFICACIÓN DE EMPRESAS Y DESARROLLO REGIONAL;10;13;7;20;3;0;0;0;0;0;0
TABASCO;MAESTRÍA EN PRÁCTICA DOCENTE;25;2;9;11;9;0;0;0;0;0;0
TABASCO;MAESTRÍA EN PROCURACIÓN DE JUSTICIA Y SISTEMA PENAL ACUSATORIO;0;31;30;61;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN PSICOLOGÍA;7;5;10;15;4;0;0;0;0;0;0
TABASCO;MAESTRÍA EN PSICOLOGÍA CLÍNICA DE LA SALUD;25;2;28;30;17;0;0;0;0;0;0
TABASCO;MAESTRÍA EN PSICOLOGÍA JURÍDICA Y CRIMINOLOGÍA;35;20;19;39;12;0;0;0;0;0;0
TABASCO;MAESTRÍA EN PSICOLOGÍA LABORAL;0;2;12;14;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN PSICOTERAPIA GESTALT;15;4;18;22;12;0;0;0;0;0;0
TABASCO;MAESTRÍA EN PSICOTERAPIA HUMANISTA;25;4;49;53;23;0;0;0;0;0;0
TABASCO;MAESTRÍA EN PSICOTERAPIA INFANTIL GESTALT;15;1;11;12;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN RELACIONES INDUSTRIALES;10;10;3;13;0;0;0;0;0;0;0
TABASCO;MAESTRÍA EN RESOLUCIÓN DE CONFLICTOS Y MEDIACIÓN;25;7;10;17;7;0;0;0;0;0;0
TABASCO;MAESTRÍA EN ROBÓTICA;22;12;4;16;4;0;0;0;0;0;0
TABASCO;MAESTRÍA EN SEXUALIDAD HUMANA;25;2;4;6;4;0;0;0;0;0;0
TABASCO;MAESTRÍA EN SISTEMAS COMPUTACIONALES;0;3;0;3;0;1;0;1;1;0;1
TABASCO;MAESTRÍA EN SISTEMAS DE CALIDAD;30;19;19;38;15;1;3;4;0;0;0
TABASCO;MAESTRÍA EN TECNOLOGÍA DE INTERNET;50;11;2;13;2;7;1;8;0;0;0
TABASCO;MAESTRÍA EN TECNOLOGÍA DE LA COMPUTACIÓN;0;15;2;17;1;5;0;5;5;0;5
TABASCO;MAESTRÍA EN TRANSPORTE Y COMUNICACIÓN TERRESTRE;25;8;1;9;1;0;0;0;0;0;0
TABASCO;MAESTRÍA EN VALUACIÓN;20;21;10;31;7;7;5;12;5;4;9
TAMAULIPAS;TOTAL;6449;4805;7493;12298;1712;1193;1965;3158;706;1140;1846
TAMAULIPAS;DOCTORADO EN ADMINISTRACIÓN;0;8;1;9;0;0;0;0;1;0;1
TAMAULIPAS;DOCTORADO EN ADMINISTRACIÓN ESTRATÉGICA INTERNACIONAL;0;0;0;0;0;0;0;0;0;0;0
TAMAULIPAS;DOCTORADO EN ADMINISTRACIÓN PÚBLICA;20;18;12;30;9;0;0;0;0;0;0
TAMAULIPAS;DOCTORADO EN ARQUITECTURA;0;5;5;10;0;0;0;0;1;0;1
TAMAULIPAS;DOCTORADO EN CIENCIAS ADMINISTRATIVAS;0;0;0;0;0;5;4;9;0;0;0
TAMAULIPAS;DOCTORADO EN CIENCIAS AGROPECUARIAS;0;0;0;0;0;0;0;0;0;0;0
TAMAULIPAS;DOCTORADO EN CIENCIAS DE LA EDUCACIÓN;49;51;51;102;15;22;16;38;23;17;40
TAMAULIPAS;DOCTORADO EN CIENCIAS EN BIOTECNOLOGÍA;0;4;5;9;0;0;0;0;0;0;0
TAMAULIPAS;DOCTORADO EN CIENCIAS EN CIENCIAS COMPUTACIONALES;7;3;3;6;1;1;1;2;0;0;0
TAMAULIPAS;DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA;15;1;1;2;0;1;2;3;0;0;0
TAMAULIPAS;DOCTORADO EN CIENCIAS SISTEMAS AGROPECUARIOS Y MEDIO AMBIENTE;0;4;1;5;0;0;0;0;0;0;0
TAMAULIPAS;DOCTORADO EN DERECHO;0;17;6;23;0;0;0;0;2;2;4
TAMAULIPAS;DOCTORADO EN DESARROLLO EDUCATIVO;70;65;63;128;35;5;4;9;2;1;3
TAMAULIPAS;DOCTORADO EN ECOLOGÍA Y MANEJO DE RECURSOS NATURALES;20;10;9;19;2;0;0;0;0;0;0
TAMAULIPAS;DOCTORADO EN EDUCACIÓN INTERNACIONAL;20;23;17;40;6;7;4;11;2;0;2
TAMAULIPAS;DOCTORADO EN INVESTIGACIONES EDUCATIVAS;500;579;650;1229;142;23;29;52;23;29;52
TAMAULIPAS;DOCTORADO EN MEDIO AMBIENTE;0;11;8;19;0;15;1;16;0;0;0
TAMAULIPAS;ESPECIALIDAD EN ADMINISTRACIÓN DE LOS SERVICIOS DE ENFERMERÍA;25;3;54;57;37;1;24;25;1;24;25
TAMAULIPAS;ESPECIALIDAD EN ADMINISTRACIÓN EN SERVICIOS DE ENFERMERÍA ÁREA RECURSOS HUMANOS;0;0;10;10;10;0;0;0;0;0;0
TAMAULIPAS;ESPECIALIDAD EN ADMINISTRACIÓN Y CONTROL DE OBRAS;10;3;4;7;2;3;4;7;3;0;3
TAMAULIPAS;ESPECIALIDAD EN ANESTESIOLOGÍA;24;30;27;57;12;10;5;15;10;5;15
TAMAULIPAS;ESPECIALIDAD EN CALIDAD;0;0;0;0;0;6;12;18;0;0;0
TAMAULIPAS;ESPECIALIDAD EN CIRUGÍA GENERAL;21;51;6;57;0;7;1;8;7;1;8
TAMAULIPAS;ESPECIALIDAD EN COMPETENCIAS PROFESIONALES PARA LA PRÁCTICA PEDAGÓGICA EN EDUCACIÓN BÁSICA;100;18;43;61;43;0;0;0;0;0;0
TAMAULIPAS;ESPECIALIDAD EN DISEÑO DE INFORMACIÓN;10;0;3;3;2;4;4;8;0;0;0
TAMAULIPAS;ESPECIALIDAD EN EDUCACIÓN ARTÍSTICA;0;0;0;0;0;0;0;0;0;0;0
TAMAULIPAS;ESPECIALIDAD EN EDUCACIÓN ESPECIAL;0;0;13;13;0;0;0;0;0;0;0
TAMAULIPAS;ESPECIALIDAD EN ENDOCRINOLOGÍA PEDIÁTRICA;1;2;1;3;1;1;0;1;1;0;1
TAMAULIPAS;ESPECIALIDAD EN ENDODONCIA;0;4;4;8;0;3;2;5;3;2;5
TAMAULIPAS;ESPECIALIDAD EN ENFERMERÍA CON ÉNFASIS EN ENFERMERÍA EN URGENCIAS Y EMERGENCIAS, ENFERMERÍA GERONTOL;80;5;64;69;64;19;173;192;16;129;145
TAMAULIPAS;ESPECIALIDAD EN ENFERMERÍA EN CUIDADOS INTENSIVOS;16;2;14;16;14;4;13;17;4;13;17
TAMAULIPAS;ESPECIALIDAD EN ENFERMERÍA GERIÁTRICA;0;0;3;3;3;0;2;2;0;2;2
TAMAULIPAS;ESPECIALIDAD EN ENFERMERÍA PEDIÁTRICA;0;0;13;13;0;0;24;24;0;24;24
TAMAULIPAS;ESPECIALIDAD EN ENFERMERÍA QUIRÚRGICA;25;3;33;36;15;3;13;16;3;13;16
TAMAULIPAS;ESPECIALIDAD EN GINECO-OBSTETRICIA;19;34;34;68;10;5;6;11;5;3;8
TAMAULIPAS;ESPECIALIDAD EN MEDICINA DEL ENFERMO EN ESTADO CRÍTICO;2;5;1;6;1;0;0;0;0;0;0
TAMAULIPAS;ESPECIALIDAD EN MEDICINA DEL TRABAJO;0;0;0;0;0;0;0;0;0;0;0
TAMAULIPAS;ESPECIALIDAD EN MEDICINA DEL TRABAJO Y AMBIENTAL;14;17;10;27;6;0;0;0;0;0;0
TAMAULIPAS;ESPECIALIDAD EN MEDICINA FAMILIAR;51;73;83;156;33;26;34;60;26;34;60
TAMAULIPAS;ESPECIALIDAD EN MEDICINA INTEGRADA;4;1;9;10;4;1;7;8;1;7;8
TAMAULIPAS;ESPECIALIDAD EN MEDICINA INTERNA;22;33;23;56;8;5;3;8;5;3;8
TAMAULIPAS;ESPECIALIDAD EN NEONATOLOGÍA;1;0;2;2;1;0;1;1;0;1;1
TAMAULIPAS;ESPECIALIDAD EN ODONTOPEDIATRÍA;0;1;7;8;0;0;4;4;0;4;4
TAMAULIPAS;ESPECIALIDAD EN PEDIATRÍA;45;27;28;55;11;6;12;18;5;8;13
TAMAULIPAS;ESPECIALIDAD EN PERIODONCIA;0;5;5;10;0;2;1;3;2;1;3
TAMAULIPAS;ESPECIALIDAD EN PROSTODONCIA;0;5;5;10;0;0;4;4;0;4;4
TAMAULIPAS;ESPECIALIDAD EN PSIQUIATRÍA;2;5;3;8;0;1;1;2;1;1;2
TAMAULIPAS;ESPECIALIDAD EN SALUD PÚBLICA;0;0;21;21;0;0;0;0;0;0;0
TAMAULIPAS;ESPECIALIDAD EN TELECOMUNICACIONES E INFORMÁTICA;0;0;0;0;0;18;2;20;22;6;28
